Wavelength (nm),Sum,Fe I (4.4e-02),Fe II (9.5e-01),Fe III (2.2e-03)
556.4,1.471e+2,1.349e+2,1.215e+1,4.918e-21
556.7,1.585e+2,1.468e+2,1.164e+1,1.398e-21
556.9,1.656e+2,1.542e+2,1.132e+1,5.962e-22
557.2,1.752e+2,1.644e+2,1.085e+1,1.627e-22
557.4,1.809e+2,1.704e+2,1.054e+1,6.752e-23
557.7,1.882e+2,1.782e+2,1.006e+1,
557.9,1.923e+2,1.826e+2,9.736e+0,
558.2,1.972e+2,1.879e+2,9.221e+0,
558.4,1.996e+2,1.908e+2,8.859e+0,
558.7,2.023e+2,1.940e+2,8.289e+0,
558.9,2.035e+2,1.956e+2,7.893e+0,
559.2,2.046e+2,1.973e+2,7.284e+0,
559.4,2.049e+2,1.980e+2,6.876e+0,
559.7,2.049e+2,1.986e+2,6.277e+0,
559.9,2.045e+2,1.986e+2,5.896e+0,
560.2,2.036e+2,1.982e+2,5.373e+0,
560.4,2.026e+2,1.976e+2,5.066e+0,
560.7,2.006e+2,1.959e+2,4.687e+0,
560.9,1.989e+2,1.944e+2,4.496e+0,
561.2,1.954e+2,1.911e+2,4.312e+0,
561.4,1.925e+2,1.883e+2,4.262e+0,
561.7,1.873e+2,1.830e+2,4.296e+0,
561.9,1.831e+2,1.787e+2,4.388e+0,
562.2,1.759e+2,1.713e+2,4.620e+0,
562.4,1.706e+2,1.657e+2,4.828e+0,
562.7,1.618e+2,1.566e+2,5.201e+0,
562.9,1.556e+2,1.501e+2,5.477e+0,
563.2,1.458e+2,1.399e+2,5.907e+0,
563.4,1.393e+2,1.331e+2,6.188e+0,
563.7,1.295e+2,1.229e+2,6.579e+0,
563.9,1.231e+2,1.163e+2,6.804e+0,
564.2,1.139e+2,1.069e+2,7.070e+0,
564.4,1.082e+2,1.010e+2,7.190e+0,
564.7,1.001e+2,9.285e+1,7.275e+0,
564.9,9.519e+1,8.792e+1,7.264e+0,
565.2,8.841e+1,8.126e+1,7.150e+0,
565.4,8.430e+1,7.729e+1,7.012e+0,
565.7,7.869e+1,7.197e+1,6.723e+0,
565.9,7.529e+1,6.880e+1,6.484e+0,
566.2,7.063e+1,6.456e+1,6.075e+0,
566.4,6.779e+1,6.201e+1,5.778e+0,
566.7,6.389e+1,5.857e+1,5.318e+0,
566.9,6.151e+1,5.650e+1,5.010e+0,
567.2,5.825e+1,5.368e+1,4.562e+0,
567.4,5.627e+1,5.199e+1,4.282e+0,
567.7,5.360e+1,4.970e+1,3.897e+0,
567.9,5.201e+1,4.834e+1,3.669e+0,
568.2,4.990e+1,4.653e+1,3.375e+0,
568.4,4.868e+1,4.546e+1,3.212e+0,
568.7,4.708e+1,4.406e+1,3.017e+0,
568.9,4.616e+1,4.324e+1,2.918e+0,
569.2,4.495e+1,4.213e+1,2.816e+0,
569.4,4.422e+1,4.145e+1,2.776e+0,
569.7,4.322e+1,4.046e+1,2.754e+0,
569.9,4.257e+1,3.980e+1,2.762e+0,
570.2,4.158e+1,3.877e+1,2.804e+0,
570.4,4.089e+1,3.803e+1,2.851e+0,
570.7,3.978e+1,3.683e+1,2.942e+0,
570.9,3.898e+1,3.597e+1,3.015e+0,
571.2,3.771e+1,3.457e+1,3.140e+0,
571.4,3.683e+1,3.360e+1,3.230e+0,
571.7,3.548e+1,3.210e+1,3.373e+0,
571.9,3.458e+1,3.111e+1,3.471e+0,
572.2,3.330e+1,2.968e+1,3.620e+0,
572.4,3.252e+1,2.880e+1,3.721e+0,
572.7,3.150e+1,2.762e+1,3.873e+0,
572.9,3.094e+1,2.697e+1,3.976e+0,
573.2,3.034e+1,2.620e+1,4.137e+0,
573.4,3.010e+1,2.585e+1,4.252e+0,
573.7,2.998e+1,2.554e+1,4.442e+0,
573.9,3.006e+1,2.548e+1,4.584e+0,
574.2,3.039e+1,2.556e+1,4.831e+0,
574.4,3.072e+1,2.569e+1,5.023e+0,
574.7,3.134e+1,2.598e+1,5.359e+0,
574.9,3.180e+1,2.618e+1,5.619e+0,
575.2,3.251e+1,2.644e+1,6.064e+0,
575.4,3.296e+1,2.656e+1,6.399e+0,
575.7,3.354e+1,2.659e+1,6.952e+0,
575.9,3.384e+1,2.649e+1,7.350e+0,
576.2,3.414e+1,2.616e+1,7.976e+0,
576.4,3.421e+1,2.580e+1,8.403e+0,
576.7,3.412e+1,2.508e+1,9.037e+0,
576.9,3.393e+1,2.449e+1,9.441e+0,
577.2,3.347e+1,2.348e+1,9.994e+0,
577.4,3.305e+1,2.274e+1,1.031e+1,
577.7,3.228e+1,2.158e+1,1.070e+1,
577.9,3.170e+1,2.081e+1,1.088e+1,
578.2,3.074e+1,1.970e+1,1.104e+1,
578.4,3.007e+1,1.901e+1,1.106e+1,
578.7,2.904e+1,1.808e+1,1.096e+1,
578.9,2.835e+1,1.754e+1,1.081e+1,
579.2,2.733e+1,1.685e+1,1.048e+1,
579.4,2.667e+1,1.647e+1,1.019e+1,
579.7,2.570e+1,1.601e+1,9.690e+0,
579.9,2.508e+1,1.576e+1,9.319e+0,
580.2,2.417e+1,1.544e+1,8.732e+0,
580.4,2.357e+1,1.524e+1,8.331e+0,
580.7,2.268e+1,1.494e+1,7.738e+0,
580.9,2.208e+1,1.472e+1,7.356e+0,
581.2,2.117e+1,1.435e+1,6.818e+0,
581.4,2.055e+1,1.406e+1,6.487e+0,
581.7,1.960e+1,1.356e+1,6.038e+0,
581.9,1.895e+1,1.318e+1,5.772e+0,
582.2,1.797e+1,1.255e+1,5.421e+0,
582.4,1.732e+1,1.210e+1,5.217e+0,
582.7,1.634e+1,1.139e+1,4.953e+0,
582.9,1.571e+1,1.091e+1,4.803e+0,
583.2,1.480e+1,1.019e+1,4.610e+0,
583.4,1.423e+1,9.727e+0,4.500e+0,
583.7,1.344e+1,9.073e+0,4.363e+0,
583.9,1.296e+1,8.672e+0,4.287e+0,
584.2,1.233e+1,8.131e+0,4.197e+0,
584.4,1.197e+1,7.813e+0,4.153e+0,
584.7,1.152e+1,7.402e+0,4.113e+0,
584.9,1.128e+1,7.171e+0,4.105e+0,
585.2,1.101e+1,6.884e+0,4.124e+0,
585.4,1.089e+1,6.730e+0,4.158e+0,
585.7,1.080e+1,6.550e+0,4.246e+0,
585.9,1.079e+1,6.460e+0,4.329e+0,
586.2,1.086e+1,6.366e+0,4.493e+0,
586.4,1.096e+1,6.330e+0,4.627e+0,
586.7,1.117e+1,6.312e+0,4.863e+0,
586.9,1.136e+1,6.324e+0,5.040e+0,
587.2,1.171e+1,6.379e+0,5.332e+0,
587.4,1.198e+1,6.440e+0,5.538e+0,
587.7,1.242e+1,6.568e+0,5.854e+0,
587.9,1.274e+1,6.679e+0,6.063e+0,
588.2,1.324e+1,6.880e+0,6.363e+0,
588.4,1.358e+1,7.037e+0,6.546e+0,
588.7,1.409e+1,7.304e+0,6.786e+0,
588.9,1.442e+1,7.501e+0,6.917e+0,
589.2,1.488e+1,7.820e+0,7.060e+0,
589.4,1.516e+1,8.045e+0,7.118e+0,
589.7,1.554e+1,8.395e+0,7.146e+0,
589.9,1.576e+1,8.632e+0,7.126e+0,
590.2,1.603e+1,8.987e+0,7.044e+0,
590.4,1.618e+1,9.218e+0,6.961e+0,
590.7,1.635e+1,9.548e+0,6.805e+0,
590.9,1.644e+1,9.754e+0,6.691e+0,
591.2,1.655e+1,1.003e+1,6.522e+0,
591.4,1.661e+1,1.019e+1,6.422e+0,
591.7,1.669e+1,1.038e+1,6.315e+0,
591.9,1.675e+1,1.047e+1,6.283e+0,
592.2,1.685e+1,1.054e+1,6.312e+0,
592.4,1.694e+1,1.055e+1,6.392e+0,
592.7,1.709e+1,1.048e+1,6.612e+0,
592.9,1.721e+1,1.038e+1,6.830e+0,
593.2,1.741e+1,1.015e+1,7.260e+0,
593.4,1.756e+1,9.950e+0,7.612e+0,
593.7,1.779e+1,9.568e+0,8.225e+0,
593.9,1.794e+1,9.264e+0,8.678e+0,
594.2,1.814e+1,8.742e+0,9.399e+0,
594.4,1.825e+1,8.356e+0,9.891e+0,
594.7,1.834e+1,7.729e+0,1.061e+1,
594.9,1.835e+1,7.286e+0,1.106e+1,
595.2,1.826e+1,6.599e+0,1.166e+1,
595.4,1.812e+1,6.132e+0,1.199e+1,
595.7,1.779e+1,5.433e+0,1.236e+1,
595.9,1.748e+1,4.975e+0,1.251e+1,
596.2,1.688e+1,4.310e+0,1.257e+1,
596.4,1.639e+1,3.886e+0,1.251e+1,
596.7,1.554e+1,3.290e+0,1.225e+1,
596.9,1.489e+1,2.920e+0,1.197e+1,
597.2,1.383e+1,2.414e+0,1.141e+1,
597.4,1.307e+1,2.109e+0,1.096e+1,
597.7,1.189e+1,1.701e+0,1.019e+1,
597.9,1.108e+1,1.462e+0,9.619e+0,
598.2,9.866e+0,1.150e+0,8.716e+0,
598.4,9.067e+0,9.714e-1,8.096e+0,
598.7,7.905e+0,7.446e-1,7.161e+0,
598.9,7.165e+0,6.181e-1,6.547e+0,
599.2,6.120e+0,4.613e-1,5.659e+0,
599.4,5.473e+0,3.761e-1,5.097e+0,
599.7,4.583e+0,2.731e-1,4.310e+0,
599.9,4.045e+0,2.185e-1,3.827e+0,
