Wavelength,Sum,Al I (4.9e-02),Al II (9.5e-01),Al III (7.0e-04)
369.42,3.601e-2,,3.601e-2,8.257e-7
369.47,6.816e-2,,6.816e-2,1.443e-6
369.52,1.244e-1,,1.244e-1,2.431e-6
369.57,2.189e-1,,2.189e-1,3.949e-6
369.62,3.714e-1,,3.714e-1,6.186e-6
369.67,6.075e-1,,6.075e-1,9.342e-6
369.72,9.583e-1,,9.582e-1,1.360e-5
369.77,1.457e+0,,1.457e+0,1.910e-5
369.82,2.137e+0,,2.137e+0,2.585e-5
369.87,3.022e+0,,3.022e+0,3.374e-5
369.92,4.119e+0,,4.119e+0,4.246e-5
369.97,5.415e+0,,5.415e+0,5.151e-5
370.02,6.863e+0,,6.863e+0,6.026e-5
370.07,8.387e+0,,8.387e+0,6.798e-5
370.12,9.882e+0,,9.882e+0,7.393e-5
370.17,1.123e+1,,1.123e+1,7.753e-5
370.22,1.230e+1,,1.230e+1,7.840e-5
370.27,1.299e+1,,1.299e+1,7.645e-5
370.32,1.323e+1,,1.323e+1,7.193e-5
370.37,1.299e+1,,1.299e+1,6.532e-5
370.42,1.230e+1,,1.230e+1,5.735e-5
370.47,1.123e+1,,1.123e+1,4.883e-5
370.52,9.882e+0,,9.882e+0,4.060e-5
370.57,8.387e+0,,8.387e+0,3.342e-5
370.62,6.863e+0,,6.863e+0,2.797e-5
370.67,5.415e+0,,5.415e+0,2.480e-5
370.72,4.119e+0,,4.119e+0,2.433e-5
370.77,3.022e+0,,3.022e+0,2.691e-5
370.82,2.137e+0,,2.137e+0,3.272e-5
370.87,1.457e+0,,1.457e+0,4.184e-5
370.92,9.583e-1,,9.582e-1,5.410e-5
370.97,6.076e-1,,6.075e-1,6.908e-5
371.02,3.714e-1,,3.714e-1,8.600e-5
371.07,2.190e-1,,2.189e-1,1.038e-4
371.12,1.245e-1,,1.244e-1,1.211e-4
371.17,6.829e-2,,6.816e-2,1.364e-4
371.22,3.616e-2,,3.601e-2,1.482e-4
371.27,1.850e-2,,1.834e-2,1.553e-4
371.32,9.167e-3,,9.010e-3,1.570e-4
371.37,4.420e-3,,4.267e-3,1.530e-4
371.42,2.092e-3,,1.948e-3,1.439e-4
371.47,9.883e-4,,8.578e-4,1.305e-4
371.52,4.782e-4,,3.642e-4,1.141e-4
371.57,2.453e-4,,1.491e-4,9.620e-5
371.62,1.371e-4,,5.885e-5,7.823e-5
371.67,8.382e-5,,2.246e-5,6.136e-5
371.72,5.485e-5,,8.443e-6,4.641e-5
371.77,3.741e-5,,3.562e-6,3.385e-5
371.82,2.661e-5,,2.802e-6,2.381e-5
371.87,2.131e-5,,5.153e-6,1.615e-5
371.92,2.310e-5,,1.253e-5,1.057e-5
371.97,3.759e-5,,3.092e-5,6.668e-6
372.02,7.824e-5,,7.419e-5,4.057e-6
372.07,1.745e-4,,1.721e-4,2.381e-6
372.12,3.872e-4,,3.858e-4,1.347e-6
372.17,8.368e-4,,8.360e-4,7.352e-7
372.22,1.751e-3,,1.751e-3,3.869e-7
372.27,3.546e-3,,3.546e-3,1.964e-7
372.32,6.945e-3,,6.945e-3,9.612e-8
372.37,1.316e-2,,1.316e-2,4.537e-8
372.42,2.412e-2,,2.412e-2,2.066e-8
372.47,4.279e-2,,4.279e-2,9.068e-9
372.52,7.348e-2,,7.348e-2,3.839e-9
372.57,1.222e-1,,1.222e-1,1.568e-9
372.62,1.969e-1,,1.969e-1,6.172e-10
372.67,3.073e-1,,3.073e-1,2.344e-10
372.72,4.648e-1,,4.648e-1,8.583e-11
372.77,6.816e-1,,6.816e-1,3.031e-11
372.82,9.693e-1,,9.693e-1,1.032e-11
372.87,1.337e+0,,1.337e+0,3.391e-12
372.92,1.791e+0,,1.791e+0,1.074e-12
372.97,2.330e+0,,2.330e+0,3.281e-13
373.02,2.945e+0,,2.945e+0,9.667e-14
373.07,3.620e+0,,3.620e+0,2.746e-14
373.12,4.334e+0,,4.334e+0,7.525e-15
373.17,5.060e+0,,5.060e+0,1.988e-15
373.22,5.772e+0,,5.772e+0,5.067e-16
373.27,6.446e+0,,6.446e+0,1.245e-16
373.32,7.066e+0,,7.066e+0,2.951e-17
373.37,7.621e+0,,7.621e+0,6.744e-18
373.42,8.109e+0,,8.109e+0,1.486e-18
373.47,8.529e+0,,8.529e+0,3.160e-19
373.52,8.879e+0,,8.879e+0,6.477e-20
373.57,9.152e+0,,9.152e+0,1.280e-20
373.62,9.332e+0,,9.332e+0,
373.67,9.396e+0,,9.396e+0,
373.72,9.317e+0,,9.317e+0,
373.77,9.073e+0,,9.073e+0,
373.82,8.651e+0,,8.651e+0,
373.87,8.053e+0,,8.053e+0,
373.92,7.301e+0,,7.301e+0,
373.97,6.433e+0,,6.433e+0,
374.02,5.500e+0,,5.500e+0,
374.07,4.557e+0,,4.557e+0,
374.12,3.654e+0,,3.654e+0,
374.17,2.835e+0,,2.835e+0,
374.22,2.125e+0,,2.125e+0,
374.27,1.539e+0,,1.539e+0,
374.32,1.077e+0,,1.077e+0,
374.37,7.276e-1,,7.276e-1,
374.42,4.745e-1,,4.745e-1,
374.47,2.987e-1,,2.987e-1,
374.52,1.815e-1,,1.815e-1,
374.57,1.064e-1,,1.064e-1,
374.62,6.021e-2,,6.021e-2,
374.67,3.287e-2,,3.287e-2,
374.72,1.732e-2,,1.732e-2,
374.77,8.805e-3,,8.805e-3,
374.82,4.319e-3,,4.319e-3,
374.87,2.044e-3,,2.044e-3,
374.92,9.336e-4,,9.336e-4,
374.97,4.114e-4,,4.114e-4,
375.02,1.749e-4,,1.749e-4,
375.07,7.175e-5,,7.175e-5,
375.12,2.840e-5,,2.840e-5,
375.17,1.085e-5,,1.085e-5,
375.22,3.996e-6,,3.996e-6,
375.27,1.421e-6,,1.421e-6,
375.32,4.874e-7,,4.874e-7,
375.37,1.613e-7,,1.613e-7,
375.42,5.151e-8,,5.151e-8,
375.47,1.587e-8,,1.587e-8,
375.52,4.718e-9,,4.718e-9,
375.57,1.353e-9,,1.353e-9,
375.62,3.745e-10,,3.745e-10,
375.67,1.000e-10,,1.000e-10,
375.72,2.576e-11,,2.576e-11,
375.77,6.405e-12,,6.405e-12,
375.82,1.536e-12,,1.536e-12,
375.87,3.555e-13,,3.555e-13,
375.92,7.937e-14,,7.937e-14,
375.97,1.710e-14,,1.710e-14,
376.02,3.554e-15,,3.554e-15,
376.07,7.127e-16,,7.127e-16,
384.27,3.464e-16,,3.464e-16,
384.32,1.641e-15,,1.641e-15,
384.37,7.519e-15,,7.519e-15,
384.42,3.332e-14,,3.332e-14,
384.47,1.428e-13,,1.428e-13,
384.52,5.916e-13,,5.916e-13,
384.57,2.371e-12,,2.371e-12,
384.62,9.189e-12,,9.189e-12,
384.67,3.444e-11,,3.444e-11,
384.72,1.249e-10,,1.249e-10,
384.77,4.377e-10,,4.377e-10,
384.82,1.484e-9,,1.484e-9,
384.87,4.866e-9,,4.866e-9,
384.92,1.543e-8,,1.543e-8,
384.97,4.732e-8,,4.732e-8,
385.02,1.404e-7,,1.404e-7,
385.07,4.026e-7,,4.026e-7,
385.12,1.117e-6,,1.117e-6,
385.17,2.996e-6,,2.996e-6,
385.22,7.772e-6,,7.772e-6,
385.27,1.950e-5,,1.950e-5,
385.32,4.732e-5,,4.732e-5,
385.37,1.110e-4,,1.110e-4,
385.42,2.520e-4,,2.520e-4,
385.47,5.531e-4,,5.531e-4,
385.52,1.174e-3,,1.174e-3,
385.57,2.410e-3,,2.410e-3,
385.62,4.784e-3,,4.784e-3,
385.67,9.186e-3,,9.186e-3,
385.72,1.706e-2,,1.706e-2,
385.77,3.063e-2,,3.063e-2,
385.82,5.319e-2,,5.319e-2,
385.87,8.933e-2,,8.933e-2,
385.93,1.592e-1,,1.592e-1,
385.98,2.484e-1,,2.484e-1,
386.03,3.749e-1,,3.749e-1,
386.08,5.471e-1,,5.471e-1,
386.13,7.722e-1,,7.722e-1,
386.18,1.054e+0,,1.054e+0,
386.23,1.391e+0,,1.391e+0,
386.28,1.776e+0,,1.776e+0,
386.33,2.193e+0,,2.193e+0,
386.38,2.618e+0,,2.618e+0,
386.43,3.023e+0,,3.023e+0,
386.48,3.376e+0,,3.376e+0,
386.53,3.646e+0,,3.646e+0,
386.58,3.808e+0,,3.808e+0,
386.63,3.846e+0,,3.846e+0,
386.68,3.757e+0,,3.757e+0,
386.73,3.550e+0,,3.550e+0,
386.78,3.243e+0,,3.243e+0,
386.83,2.865e+0,,2.865e+0,
386.88,2.449e+0,,2.449e+0,
386.93,2.024e+0,,2.024e+0,
386.98,1.617e+0,,1.617e+0,
387.03,1.250e+0,,1.250e+0,
387.08,9.344e-1,,9.344e-1,
387.13,6.755e-1,,6.755e-1,
387.18,4.722e-1,,4.722e-1,
387.23,3.193e-1,,3.193e-1,
387.28,2.088e-1,,2.088e-1,
387.33,1.320e-1,,1.320e-1,
387.38,8.074e-2,,8.074e-2,
387.43,4.776e-2,,4.776e-2,
387.48,2.732e-2,,2.732e-2,
387.53,1.511e-2,,1.511e-2,
387.58,8.084e-3,,8.084e-3,
387.63,4.182e-3,,4.182e-3,
387.68,2.093e-3,,2.093e-3,
387.73,1.013e-3,,1.013e-3,
387.78,4.739e-4,,4.739e-4,
387.83,2.145e-4,,2.145e-4,
387.88,9.387e-5,,9.387e-5,
387.93,3.974e-5,,3.974e-5,
387.98,1.627e-5,,1.627e-5,
388.03,6.440e-6,,6.440e-6,
388.08,2.466e-6,,2.466e-6,
388.13,9.144e-7,,9.144e-7,
388.18,3.318e-7,,3.318e-7,
388.23,1.296e-7,,1.296e-7,
388.28,9.205e-8,,9.205e-8,
388.33,1.850e-7,,1.850e-7,
388.38,5.369e-7,,5.369e-7,
388.43,1.593e-6,,1.593e-6,
388.48,4.603e-6,,4.603e-6,
388.53,1.287e-5,,1.287e-5,
388.58,3.484e-5,,3.484e-5,
388.63,9.126e-5,,9.126e-5,
388.68,2.313e-4,,2.313e-4,
388.73,5.673e-4,,5.673e-4,
388.78,1.346e-3,,1.346e-3,
388.83,3.092e-3,,3.092e-3,
388.88,6.871e-3,,6.871e-3,
388.93,1.478e-2,,1.478e-2,
388.98,3.075e-2,,3.075e-2,
389.03,6.191e-2,,6.191e-2,
389.08,1.206e-1,,1.206e-1,
389.13,2.275e-1,,2.275e-1,
389.18,4.151e-1,,4.151e-1,
389.23,7.328e-1,,7.328e-1,
389.28,1.252e+0,,1.252e+0,
389.33,2.070e+0,,2.070e+0,
389.38,3.312e+0,,3.312e+0,
389.43,5.127e+0,,5.127e+0,
389.48,7.681e+0,,7.681e+0,
389.53,1.114e+1,,1.114e+1,
389.58,1.562e+1,,1.562e+1,
389.63,2.120e+1,,2.120e+1,
389.68,2.785e+1,,2.785e+1,
389.73,3.540e+1,,3.540e+1,
389.78,4.355e+1,,4.355e+1,
389.83,5.183e+1,,5.183e+1,
389.88,5.970e+1,,5.970e+1,
389.93,6.654e+1,,6.654e+1,
389.98,7.176e+1,,7.176e+1,
390.03,7.490e+1,,7.490e+1,
390.08,7.564e+1,,7.564e+1,
390.13,7.392e+1,,7.392e+1,
390.18,6.990e+1,,6.990e+1,
390.23,6.397e+1,,6.397e+1,
390.28,5.664e+1,,5.664e+1,
390.33,4.854e+1,,4.854e+1,
390.38,4.025e+1,,4.025e+1,
390.43,3.229e+1,,3.229e+1,
390.48,2.507e+1,,2.507e+1,
390.53,1.884e+1,,1.884e+1,
390.58,1.370e+1,,1.370e+1,
390.63,9.636e+0,,9.636e+0,
390.68,6.560e+0,,6.560e+0,
390.73,4.322e+0,,4.322e+0,
390.78,2.755e+0,,2.755e+0,
390.83,1.700e+0,,1.700e+0,
390.88,1.015e+0,,1.015e+0,
390.93,5.861e-1,,5.861e-1,
390.98,3.276e-1,,3.276e-1,
391.03,1.772e-1,,1.772e-1,
391.08,9.275e-2,,9.275e-2,
391.13,4.698e-2,,4.698e-2,
391.18,2.303e-2,,2.303e-2,
391.23,1.092e-2,,1.092e-2,
391.28,5.012e-3,,5.012e-3,
391.33,2.226e-3,,2.226e-3,
391.38,9.565e-4,,9.565e-4,
391.43,3.978e-4,,3.978e-4,
391.48,1.601e-4,,1.601e-4,
391.53,6.233e-5,,6.233e-5,
391.58,2.349e-5,,2.349e-5,
391.63,8.565e-6,,8.565e-6,
391.68,3.022e-6,,3.022e-6,
391.73,1.032e-6,,1.032e-6,
391.78,3.409e-7,,3.409e-7,
391.83,1.090e-7,,1.090e-7,
391.88,3.372e-8,,3.372e-8,
391.93,1.010e-8,,1.010e-8,
391.98,2.925e-9,,2.925e-9,
392.03,8.274e-10,7.366e-12,8.200e-10,
392.08,2.557e-10,3.326e-11,2.224e-10,
392.13,2.038e-10,1.455e-10,5.839e-11,
392.18,6.307e-10,6.159e-10,1.483e-11,
392.23,2.529e-9,2.526e-9,3.646e-12,
392.28,1.003e-8,1.003e-8,8.673e-13,
392.33,3.856e-8,3.856e-8,1.996e-13,
392.38,1.436e-7,1.436e-7,4.446e-14,
392.43,5.177e-7,5.177e-7,9.584e-15,
392.48,1.808e-6,1.808e-6,,
392.53,6.112e-6,6.112e-6,,
392.58,2.001e-5,2.001e-5,,
392.63,6.346e-5,6.346e-5,,
392.68,1.948e-4,1.948e-4,,
392.73,5.793e-4,5.793e-4,,
392.78,1.668e-3,1.668e-3,,
392.83,4.651e-3,4.651e-3,,
392.88,1.256e-2,1.256e-2,,
392.93,3.283e-2,3.283e-2,,
392.98,8.312e-2,8.312e-2,,
393.03,2.038e-1,2.038e-1,,
393.08,4.838e-1,4.838e-1,,
393.13,1.112e+0,1.112e+0,,
393.18,2.477e+0,2.477e+0,,
393.23,5.339e+0,5.339e+0,,
393.28,1.115e+1,1.115e+1,,
393.33,2.254e+1,2.254e+1,,
393.38,4.412e+1,4.412e+1,,
393.43,8.365e+1,8.365e+1,,
393.48,1.536e+2,1.536e+2,,
393.53,2.730e+2,2.730e+2,,
393.58,4.700e+2,4.700e+2,,
393.63,7.835e+2,7.835e+2,,
393.68,1.265e+3,1.265e+3,,
393.73,1.977e+3,1.977e+3,,
393.78,2.994e+3,2.994e+3,,
393.83,4.388e+3,4.388e+3,,
393.88,6.230e+3,6.230e+3,,
393.93,8.564e+3,8.564e+3,,
393.98,1.140e+4,1.140e+4,,
394.03,1.470e+4,1.470e+4,,
394.08,1.834e+4,1.834e+4,,
394.13,2.218e+4,2.218e+4,,
394.18,2.596e+4,2.596e+4,,
394.23,2.943e+4,2.943e+4,,
394.28,3.230e+4,3.230e+4,,
394.33,3.433e+4,3.433e+4,,
394.38,3.534e+4,3.534e+4,,
394.43,3.523e+4,3.523e+4,,
394.48,3.401e+4,3.401e+4,,
394.53,3.179e+4,3.179e+4,,
394.58,2.877e+4,2.877e+4,,
394.63,2.522e+4,2.522e+4,,
394.68,2.141e+4,2.141e+4,,
394.73,1.759e+4,1.759e+4,,
394.78,1.400e+4,1.400e+4,,
394.83,1.079e+4,1.079e+4,,
394.88,8.059e+3,8.059e+3,,
394.93,5.828e+3,5.828e+3,,
394.98,4.087e+3,4.087e+3,,
395.03,2.786e+3,2.786e+3,,
395.08,1.860e+3,1.860e+3,,
395.13,1.244e+3,1.244e+3,,
395.18,8.826e+2,8.826e+2,,
395.23,7.393e+2,7.393e+2,,
395.28,8.040e+2,8.040e+2,,
395.33,1.096e+3,1.096e+3,,
395.38,1.666e+3,1.666e+3,,
395.43,2.599e+3,2.599e+3,,
395.48,4.006e+3,4.006e+3,,
395.53,6.022e+3,6.022e+3,,
395.58,8.789e+3,8.789e+3,,
395.63,1.243e+4,1.243e+4,,1.290e-22
395.68,1.704e+4,1.704e+4,,5.718e-22
395.73,2.263e+4,2.263e+4,,2.455e-21
395.78,2.911e+4,2.911e+4,,1.021e-20
395.83,3.626e+4,3.626e+4,,4.117e-20
395.88,4.376e+4,4.376e+4,,1.608e-19
395.93,5.115e+4,5.115e+4,,6.086e-19
395.98,5.792e+4,5.792e+4,,2.232e-18
396.03,6.353e+4,6.353e+4,,7.930e-18
396.08,6.749e+4,6.749e+4,,2.730e-17
396.13,6.946e+4,6.946e+4,,9.107e-17
396.18,6.924e+4,6.924e+4,,2.943e-16
396.23,6.685e+4,6.685e+4,,9.218e-16
396.28,6.253e+4,6.253e+4,,2.797e-15
396.33,5.665e+4,5.665e+4,,8.225e-15
396.38,4.971e+4,4.971e+4,,2.343e-14
396.43,4.225e+4,4.225e+4,,6.468e-14
396.48,3.479e+4,3.479e+4,,1.730e-13
396.53,2.775e+4,2.775e+4,,4.483e-13
396.58,2.144e+4,2.144e+4,,1.126e-12
396.63,1.604e+4,1.604e+4,,2.739e-12
396.68,1.163e+4,1.163e+4,,6.458e-12
396.73,8.164e+3,8.164e+3,,1.475e-11
396.78,5.552e+3,5.552e+3,,3.265e-11
396.83,3.658e+3,3.658e+3,,7.003e-11
396.88,2.334e+3,2.334e+3,,1.455e-10
396.93,1.443e+3,1.443e+3,,2.930e-10
396.98,8.638e+2,8.638e+2,,5.716e-10
397.03,5.010e+2,5.010e+2,,1.080e-9
397.08,2.814e+2,2.814e+2,,1.979e-9
397.13,1.531e+2,1.531e+2,,3.512e-9
397.18,8.072e+1,8.072e+1,2.253e-16,6.039e-9
397.23,4.121e+1,4.121e+1,1.369e-15,1.006e-8
397.28,2.038e+1,2.038e+1,5.910e-15,1.625e-8
397.33,9.763e+0,9.763e+0,2.474e-14,2.541e-8
397.38,4.530e+0,4.530e+0,1.004e-13,3.852e-8
397.43,2.036e+0,2.036e+0,3.948e-13,5.657e-8
397.48,8.865e-1,8.865e-1,1.505e-12,8.049e-8
397.53,3.739e-1,3.739e-1,5.561e-12,1.110e-7
397.58,1.527e-1,1.527e-1,1.992e-11,1.483e-7
397.63,6.043e-2,6.043e-2,6.915e-11,1.919e-7
397.68,2.316e-2,2.316e-2,2.327e-10,2.407e-7
397.73,8.600e-3,8.599e-3,7.590e-10,2.926e-7
397.78,3.093e-3,3.093e-3,2.400e-9,3.445e-7
397.83,1.078e-3,1.077e-3,7.355e-9,3.931e-7
397.88,3.639e-4,3.635e-4,2.185e-8,4.346e-7
397.93,1.193e-4,1.188e-4,6.291e-8,4.655e-7
397.98,3.827e-5,3.761e-5,1.756e-7,4.832e-7
398.03,1.250e-5,1.153e-5,4.751e-7,4.859e-7
398.08,5.146e-6,3.426e-6,1.246e-6,4.735e-7
398.13,4.600e-6,9.858e-7,3.168e-6,4.471e-7
398.18,8.489e-6,2.748e-7,7.805e-6,4.090e-7
398.23,1.908e-5,7.418e-8,1.864e-5,3.626e-7
398.28,4.350e-5,1.940e-8,4.317e-5,3.114e-7
398.33,9.715e-5,4.913e-9,9.688e-5,2.592e-7
398.38,2.110e-4,1.206e-9,2.108e-4,2.090e-7
398.43,4.446e-4,2.865e-10,4.445e-4,1.633e-7
398.48,9.087e-4,6.596e-11,9.086e-4,1.236e-7
398.53,1.800e-3,1.471e-11,1.800e-3,9.068e-8
398.58,3.458e-3,,3.458e-3,6.446e-8
398.63,6.438e-3,,6.438e-3,4.439e-8
398.68,1.162e-2,,1.162e-2,2.963e-8
398.73,2.033e-2,,2.033e-2,1.916e-8
398.78,3.447e-2,,3.447e-2,1.202e-8
398.83,5.667e-2,,5.667e-2,7.323e-9
398.88,9.030e-2,,9.030e-2,4.356e-9
398.93,1.395e-1,,1.395e-1,2.570e-9
398.98,2.089e-1,,2.089e-1,1.569e-9
399.03,3.032e-1,,3.032e-1,1.089e-9
399.08,4.265e-1,,4.265e-1,9.690e-10
399.13,5.818e-1,,5.818e-1,1.122e-9
399.18,7.692e-1,,7.692e-1,1.513e-9
399.23,9.858e-1,,9.858e-1,2.142e-9
399.28,1.225e+0,,1.225e+0,3.027e-9
399.33,1.475e+0,,1.475e+0,4.191e-9
399.38,1.722e+0,,1.722e+0,5.649e-9
399.43,1.949e+0,,1.949e+0,7.401e-9
399.48,2.138e+0,,2.138e+0,9.422e-9
399.53,2.273e+0,,2.273e+0,1.166e-8
399.58,2.343e+0,,2.343e+0,1.403e-8
399.63,2.342e+0,,2.342e+0,1.642e-8
399.68,2.268e+0,,2.268e+0,1.870e-8
399.73,2.130e+0,,2.130e+0,2.076e-8
399.78,1.939e+0,,1.939e+0,2.246e-8
399.83,1.711e+0,,1.711e+0,2.370e-8
399.88,1.463e+0,,1.463e+0,2.443e-8
399.93,1.214e+0,,1.214e+0,2.459e-8
399.98,9.754e-1,,9.754e-1,2.421e-8
400.03,7.601e-1,,7.601e-1,2.331e-8
400.08,5.741e-1,,5.741e-1,2.197e-8
400.13,4.204e-1,,4.204e-1,2.027e-8
400.18,2.984e-1,,2.984e-1,1.831e-8
400.23,2.053e-1,,2.053e-1,1.619e-8
400.28,1.370e-1,,1.370e-1,1.400e-8
400.33,8.856e-2,,8.856e-2,1.185e-8
400.38,5.551e-2,,5.551e-2,9.795e-9
400.43,3.373e-2,,3.373e-2,7.911e-9
400.48,1.987e-2,,1.987e-2,6.237e-9
400.53,1.134e-2,,1.134e-2,4.794e-9
400.58,6.280e-3,,6.280e-3,3.592e-9
400.63,3.370e-3,,3.369e-3,2.621e-9
400.68,1.753e-3,,1.753e-3,1.861e-9
400.73,8.838e-4,,8.837e-4,1.285e-9
400.78,4.320e-4,,4.320e-4,8.625e-10
400.83,2.047e-4,,2.047e-4,5.626e-10
400.88,9.403e-5,,9.403e-5,3.564e-10
400.93,4.191e-5,,4.191e-5,2.192e-10
400.98,1.819e-5,,1.819e-5,1.309e-10
401.03,7.882e-6,,7.882e-6,7.583e-11
401.08,3.915e-6,,3.915e-6,4.263e-11
401.13,3.378e-6,,3.378e-6,2.324e-11
401.18,5.856e-6,,5.856e-6,1.229e-11
401.23,1.317e-5,,1.317e-5,6.305e-12
401.28,3.041e-5,,3.041e-5,3.136e-12
401.33,6.875e-5,,6.875e-5,1.512e-12
401.38,1.509e-4,,1.509e-4,7.070e-13
401.43,3.213e-4,,3.213e-4,3.205e-13
401.48,6.632e-4,,6.632e-4,1.408e-13
401.53,1.328e-3,,1.328e-3,5.999e-14
401.58,2.577e-3,,2.577e-3,2.478e-14
401.63,4.849e-3,,4.849e-3,9.918e-15
401.68,8.848e-3,,8.848e-3,3.849e-15
401.73,1.565e-2,,1.565e-2,1.448e-15
401.78,2.686e-2,,2.686e-2,5.278e-16
401.83,4.467e-2,,4.467e-2,1.865e-16
401.88,7.206e-2,,7.206e-2,6.389e-17
401.93,1.127e-1,,1.127e-1,2.121e-17
401.98,1.709e-1,,1.709e-1,6.828e-18
402.03,2.513e-1,,2.513e-1,2.130e-18
402.08,3.583e-1,,3.583e-1,6.440e-19
402.13,4.953e-1,,4.953e-1,1.887e-19
402.18,6.639e-1,,6.639e-1,5.361e-20
402.23,8.629e-1,,8.629e-1,1.476e-20
402.28,1.087e+0,,1.087e+0,3.938e-21
402.33,1.329e+0,,1.329e+0,1.019e-21
402.38,1.575e+0,,1.575e+0,2.554e-22
402.43,1.809e+0,,1.809e+0,6.207e-23
402.48,2.015e+0,,2.015e+0,1.462e-23
402.53,2.177e+0,,2.177e+0,3.338e-24
402.58,2.280e+0,,2.280e+0,
402.63,2.315e+0,,2.315e+0,
402.68,2.280e+0,,2.280e+0,
402.73,2.177e+0,,2.177e+0,
402.78,2.015e+0,,2.015e+0,
402.83,1.809e+0,,1.809e+0,
402.88,1.575e+0,,1.575e+0,
402.93,1.329e+0,,1.329e+0,
402.98,1.087e+0,,1.087e+0,
403.03,8.629e-1,,8.629e-1,
403.08,6.639e-1,,6.639e-1,
403.13,4.953e-1,,4.953e-1,
403.18,3.583e-1,,3.583e-1,
403.23,2.513e-1,,2.513e-1,
403.28,1.709e-1,,1.709e-1,
403.33,1.127e-1,,1.127e-1,
403.38,7.206e-2,,7.206e-2,
403.43,4.467e-2,,4.467e-2,
403.48,2.686e-2,,2.686e-2,
403.53,1.565e-2,,1.565e-2,
403.58,8.848e-3,,8.848e-3,
403.63,4.849e-3,,4.849e-3,
403.68,2.577e-3,,2.577e-3,
403.73,1.328e-3,,1.328e-3,
403.78,6.632e-4,,6.632e-4,
403.83,3.213e-4,,3.213e-4,
403.88,1.509e-4,,1.509e-4,
403.93,6.873e-5,,6.873e-5,
403.98,3.035e-5,,3.035e-5,
404.03,1.300e-5,,1.300e-5,
404.08,5.396e-6,,5.396e-6,
404.13,2.172e-6,,2.172e-6,
404.18,8.480e-7,,8.480e-7,
404.23,3.209e-7,,3.209e-7,
404.28,1.178e-7,,1.178e-7,
404.33,4.192e-8,,4.192e-8,
404.38,1.446e-8,,1.446e-8,
404.43,4.839e-9,,4.839e-9,
404.48,1.570e-9,,1.570e-9,
404.53,4.938e-10,,4.938e-10,
404.58,1.506e-10,,1.506e-10,
404.63,4.454e-11,,4.454e-11,
404.68,1.277e-11,,1.277e-11,
404.73,3.551e-12,,3.551e-12,
404.78,9.573e-13,,9.573e-13,
404.83,2.503e-13,,2.503e-13,
404.88,6.343e-14,,6.343e-14,
404.93,1.559e-14,,1.559e-14,
404.98,3.715e-15,,3.715e-15,
405.03,8.585e-16,,8.585e-16,
405.78,2.589e-23,,,2.589e-23
405.83,1.123e-22,,,1.123e-22
405.88,4.725e-22,,,4.725e-22
405.93,1.930e-21,,,1.930e-21
405.98,2.427e-17,,2.427e-17,7.647e-21
406.03,1.027e-16,,1.027e-16,2.941e-20
406.08,4.218e-16,,4.217e-16,1.098e-19
406.13,1.681e-15,,1.681e-15,3.976e-19
406.18,6.502e-15,,6.500e-15,1.397e-18
406.23,2.440e-14,,2.440e-14,4.767e-18
406.28,8.890e-14,,8.888e-14,1.578e-17
406.33,3.143e-13,,3.142e-13,5.069e-17
406.38,1.078e-12,,1.078e-12,1.580e-16
406.43,3.590e-12,,3.589e-12,4.781e-16
406.48,1.160e-11,,1.160e-11,1.404e-15
406.53,3.637e-11,,3.637e-11,3.999e-15
406.58,1.107e-10,,1.107e-10,1.106e-14
406.63,3.269e-10,,3.269e-10,2.967e-14
406.68,9.369e-10,,9.369e-10,7.725e-14
406.73,2.606e-9,,2.606e-9,1.952e-13
406.78,7.035e-9,,7.034e-9,4.787e-13
406.83,1.843e-8,,1.843e-8,1.139e-12
406.88,4.685e-8,,4.685e-8,2.631e-12
406.93,1.156e-7,,1.156e-7,5.897e-12
406.98,2.768e-7,,2.768e-7,1.282e-11
407.03,6.432e-7,,6.432e-7,2.707e-11
407.08,1.451e-6,,1.450e-6,5.545e-11
407.13,3.175e-6,,3.174e-6,1.102e-10
407.18,6.742e-6,,6.742e-6,2.126e-10
407.23,1.390e-5,,1.390e-5,3.980e-10
407.28,2.780e-5,,2.780e-5,7.232e-10
407.33,5.397e-5,,5.397e-5,1.275e-9
407.38,1.017e-4,,1.017e-4,2.182e-9
407.43,1.859e-4,,1.859e-4,3.623e-9
407.48,3.299e-4,,3.298e-4,5.839e-9
407.53,5.680e-4,,5.680e-4,9.133e-9
407.58,9.492e-4,,9.492e-4,1.386e-8
407.63,1.539e-3,,1.539e-3,2.043e-8
407.68,2.423e-3,,2.423e-3,2.923e-8
407.73,3.701e-3,,3.701e-3,4.059e-8
407.78,5.486e-3,,5.486e-3,5.475e-8
407.83,7.892e-3,,7.892e-3,7.172e-8
407.88,1.102e-2,,1.102e-2,9.130e-8
407.93,1.493e-2,,1.493e-2,1.130e-7
407.98,1.963e-2,,1.963e-2,1.361e-7
408.03,2.505e-2,,2.505e-2,1.597e-7
408.08,3.102e-2,,3.102e-2,1.827e-7
408.13,3.728e-2,,3.728e-2,2.045e-7
408.18,4.348e-2,,4.348e-2,2.243e-7
408.23,4.921e-2,,4.921e-2,2.421e-7
408.28,5.406e-2,,5.406e-2,2.580e-7
408.33,5.763e-2,,5.763e-2,2.728e-7
408.38,5.962e-2,,5.962e-2,2.876e-7
408.43,5.986e-2,,5.986e-2,3.033e-7
