Wavelength,Sum,Al I (4.9e-02),Al II (9.5e-01),Al III (7.0e-04)
518.12,5.110e-9,,5.110e-9,
518.17,2.133e-9,,2.133e-9,
518.22,8.735e-10,,8.735e-10,
518.27,3.511e-10,,3.511e-10,
518.32,1.385e-10,,1.385e-10,
518.37,5.362e-11,,5.362e-11,
518.42,2.037e-11,,2.037e-11,
518.47,7.595e-12,,7.595e-12,
518.52,2.779e-12,,2.779e-12,
518.57,9.980e-13,,9.980e-13,
518.62,3.517e-13,,3.517e-13,
518.67,1.216e-13,,1.216e-13,
518.72,4.129e-14,,4.129e-14,
518.77,1.375e-14,,1.375e-14,
518.82,4.496e-15,,4.496e-15,
518.87,1.442e-15,,1.442e-15,
518.92,4.541e-16,,4.541e-16,
522.87,1.746e-23,,,1.746e-23
522.92,5.391e-23,,,5.391e-23
522.97,1.635e-22,,,1.635e-22
523.02,4.871e-22,,,4.871e-22
523.07,1.425e-21,,,1.425e-21
523.12,4.094e-21,,,4.094e-21
523.17,1.155e-20,,,1.155e-20
523.22,3.201e-20,,,3.201e-20
523.27,8.713e-20,,,8.713e-20
523.32,2.329e-19,,,2.329e-19
523.37,6.113e-19,,,6.113e-19
523.42,1.576e-18,,,1.576e-18
523.47,3.990e-18,,,3.990e-18
523.52,9.920e-18,,,9.920e-18
523.57,2.422e-17,,,2.422e-17
523.62,5.809e-17,,,5.809e-17
523.67,1.368e-16,,,1.368e-16
523.72,3.165e-16,,,3.165e-16
523.77,7.190e-16,,,7.190e-16
523.82,1.604e-15,,,1.604e-15
523.87,3.514e-15,,,3.514e-15
523.92,7.562e-15,,,7.562e-15
523.97,1.598e-14,,,1.598e-14
524.02,3.317e-14,,,3.317e-14
524.07,6.761e-14,,,6.761e-14
524.12,1.353e-13,,,1.353e-13
524.17,2.661e-13,,,2.661e-13
524.22,5.137e-13,,,5.137e-13
524.27,9.741e-13,,,9.741e-13
524.32,1.814e-12,,,1.814e-12
524.37,3.318e-12,,,3.318e-12
524.42,5.959e-12,,,5.959e-12
524.47,1.051e-11,,,1.051e-11
524.52,1.821e-11,,,1.821e-11
524.57,3.098e-11,,,3.098e-11
524.62,5.177e-11,,,5.177e-11
524.67,8.495e-11,,,8.495e-11
524.72,1.369e-10,,1.734e-17,1.369e-10
524.77,2.167e-10,,5.324e-17,2.167e-10
524.82,3.368e-10,,1.605e-16,3.368e-10
524.87,5.142e-10,,5.255e-16,5.142e-10
524.92,7.709e-10,,1.537e-15,7.709e-10
524.97,1.135e-9,,4.414e-15,1.135e-9
525.02,1.641e-9,,1.246e-14,1.641e-9
525.07,2.331e-9,,3.455e-14,2.331e-9
525.12,3.251e-9,,9.412e-14,3.251e-9
525.17,4.454e-9,,2.520e-13,4.453e-9
525.22,5.992e-9,,6.628e-13,5.991e-9
525.27,7.917e-9,,1.713e-12,7.915e-9
525.32,1.027e-8,,4.350e-12,1.027e-8
525.37,1.310e-8,,1.085e-11,1.309e-8
525.42,1.640e-8,,2.661e-11,1.638e-8
525.47,2.019e-8,,6.409e-11,2.013e-8
525.52,2.445e-8,,1.517e-10,2.429e-8
525.57,2.915e-8,,3.529e-10,2.880e-8
525.62,3.433e-8,,8.067e-10,3.353e-8
525.67,4.014e-8,,1.812e-9,3.833e-8
525.72,4.704e-8,,3.999e-9,4.304e-8
525.77,5.614e-8,,8.675e-9,4.746e-8
525.82,6.990e-8,,1.849e-8,5.141e-8
525.87,9.342e-8,,3.874e-8,5.468e-8
525.92,1.369e-7,,7.976e-8,5.711e-8
525.97,2.200e-7,,1.614e-7,5.859e-8
526.02,3.800e-7,,3.210e-7,5.903e-8
526.07,6.857e-7,,6.273e-7,5.841e-8
526.12,1.262e-6,,1.205e-6,5.676e-8
526.17,2.330e-6,,2.275e-6,5.417e-8
526.22,4.274e-6,,4.223e-6,5.077e-8
526.27,7.750e-6,,7.704e-6,4.674e-8
526.32,1.386e-5,,1.381e-5,4.225e-8
526.37,2.439e-5,,2.435e-5,3.751e-8
526.42,4.223e-5,,4.219e-5,3.271e-8
526.47,7.190e-5,,7.188e-5,2.801e-8
526.52,1.204e-4,,1.204e-4,2.355e-8
526.57,1.982e-4,,1.982e-4,1.945e-8
526.62,3.209e-4,,3.209e-4,1.578e-8
526.67,5.108e-4,,5.108e-4,1.257e-8
526.72,7.995e-4,,7.995e-4,9.834e-9
526.77,1.231e-3,,1.231e-3,7.556e-9
526.82,1.863e-3,,1.863e-3,5.701e-9
526.87,2.774e-3,,2.774e-3,4.225e-9
526.92,4.064e-3,,4.064e-3,3.075e-9
526.97,5.856e-3,,5.856e-3,2.198e-9
527.02,8.303e-3,,8.303e-3,1.543e-9
527.07,1.159e-2,,1.159e-2,1.064e-9
527.12,1.591e-2,,1.591e-2,7.202e-10
527.17,2.151e-2,,2.151e-2,4.789e-10
527.22,2.863e-2,,2.863e-2,3.127e-10
527.27,3.754e-2,,3.754e-2,2.006e-10
527.32,4.849e-2,,4.849e-2,1.263e-10
527.37,6.172e-2,,6.172e-2,7.814e-11
527.42,7.744e-2,,7.744e-2,4.747e-11
527.47,9.581e-2,,9.581e-2,2.832e-11
527.52,1.169e-1,,1.169e-1,1.659e-11
527.57,1.408e-1,,1.408e-1,9.549e-12
527.62,1.675e-1,,1.675e-1,5.397e-12
527.67,1.966e-1,,1.966e-1,2.995e-12
527.72,2.282e-1,,2.282e-1,1.633e-12
527.77,2.616e-1,,2.616e-1,8.741e-13
527.82,2.966e-1,,2.966e-1,4.595e-13
527.87,3.326e-1,,3.326e-1,2.373e-13
527.92,3.690e-1,,3.690e-1,1.203e-13
527.97,4.050e-1,,4.050e-1,5.992e-14
528.02,4.399e-1,,4.399e-1,2.931e-14
528.07,4.728e-1,,4.728e-1,1.408e-14
528.12,5.029e-1,,5.029e-1,6.640e-15
528.17,5.292e-1,,5.292e-1,3.076e-15
528.22,5.509e-1,,5.509e-1,1.400e-15
528.27,5.671e-1,,5.671e-1,6.255e-16
528.32,5.772e-1,,5.772e-1,2.745e-16
528.37,5.806e-1,,5.806e-1,1.183e-16
528.42,5.770e-1,,5.770e-1,5.007e-17
528.47,5.663e-1,,5.663e-1,2.081e-17
528.52,5.487e-1,,5.487e-1,8.497e-18
528.57,5.247e-1,,5.247e-1,3.407e-18
528.62,4.949e-1,,4.949e-1,1.341e-18
528.67,4.603e-1,,4.603e-1,5.188e-19
528.72,4.221e-1,,4.221e-1,1.970e-19
528.77,3.815e-1,,3.815e-1,7.348e-20
528.82,3.397e-1,,3.397e-1,2.692e-20
528.87,2.979e-1,,2.979e-1,9.683e-21
528.92,2.573e-1,,2.573e-1,3.421e-21
528.97,2.189e-1,,2.189e-1,1.187e-21
529.02,1.832e-1,,1.832e-1,4.045e-22
529.07,1.510e-1,,1.510e-1,1.354e-22
529.12,1.224e-1,,1.224e-1,4.450e-23
529.17,9.767e-2,,9.767e-2,1.436e-23
529.22,7.666e-2,,7.666e-2,
529.27,5.919e-2,,5.919e-2,
529.32,4.496e-2,,4.496e-2,
529.37,3.358e-2,,3.358e-2,
529.42,2.467e-2,,2.467e-2,
529.47,1.782e-2,,1.782e-2,
529.52,1.266e-2,,1.266e-2,
529.57,8.838e-3,,8.838e-3,
529.62,6.068e-3,,6.068e-3,
529.67,4.096e-3,,4.096e-3,
529.72,2.718e-3,,2.718e-3,
529.77,1.773e-3,,1.773e-3,
529.82,1.136e-3,,1.136e-3,
529.87,7.161e-4,,7.161e-4,
529.92,4.435e-4,,4.435e-4,
529.97,2.700e-4,,2.700e-4,
530.02,1.615e-4,,1.615e-4,
530.07,9.494e-5,,9.494e-5,
530.12,5.485e-5,,5.485e-5,
530.17,3.114e-5,,3.114e-5,
530.22,1.737e-5,,1.737e-5,
530.27,9.525e-6,,9.525e-6,
530.32,5.131e-6,,5.131e-6,
530.37,2.716e-6,,2.716e-6,
530.42,1.412e-6,,1.412e-6,
530.47,7.217e-7,,7.217e-7,
530.52,3.624e-7,,3.624e-7,
530.57,1.788e-7,,1.788e-7,
530.62,8.663e-8,,8.663e-8,
530.67,4.125e-8,,4.125e-8,
530.72,1.930e-8,,1.930e-8,
530.77,8.869e-9,,8.869e-9,
530.82,4.005e-9,,4.005e-9,
530.87,1.777e-9,,1.777e-9,
530.92,7.742e-10,,7.742e-10,
530.97,3.315e-10,,3.315e-10,
531.02,1.394e-10,,1.394e-10,
531.07,5.760e-11,,5.760e-11,
531.12,2.338e-11,,2.338e-11,
531.17,9.323e-12,,9.323e-12,
531.22,3.652e-12,,3.652e-12,
531.27,1.405e-12,,1.405e-12,
531.32,5.312e-13,,5.312e-13,
531.37,1.972e-13,,1.972e-13,
531.42,7.195e-14,,7.195e-14,
531.47,2.578e-14,,2.578e-14,
531.52,9.075e-15,,9.075e-15,
531.57,3.138e-15,,3.138e-15,
531.62,1.056e-15,,1.056e-15,
531.67,3.526e-16,,3.526e-16,
531.72,1.156e-16,,1.156e-16,
531.77,3.725e-17,,3.725e-17,
535.62,1.829e-17,,1.829e-17,
535.67,5.554e-17,,5.554e-17,
535.72,1.658e-16,,1.658e-16,
535.77,4.862e-16,,4.862e-16,
535.82,1.402e-15,,1.402e-15,
535.87,3.974e-15,,3.974e-15,
535.92,1.107e-14,,1.107e-14,
535.97,3.031e-14,,3.031e-14,
536.02,8.158e-14,,8.158e-14,
536.07,2.158e-13,,2.158e-13,
536.12,5.612e-13,,5.612e-13,
536.17,1.434e-12,,1.434e-12,
536.22,3.604e-12,,3.604e-12,
536.27,8.899e-12,,8.899e-12,
536.32,2.160e-11,,2.160e-11,
536.37,5.154e-11,,5.154e-11,
536.42,1.209e-10,,1.209e-10,
536.47,2.786e-10,,2.786e-10,
536.52,6.312e-10,,6.312e-10,
536.57,1.406e-9,,1.406e-9,
536.62,3.077e-9,,3.077e-9,
536.67,6.621e-9,,6.621e-9,
536.72,1.400e-8,,1.400e-8,
536.77,2.911e-8,,2.911e-8,
536.82,5.948e-8,,5.948e-8,
536.87,1.195e-7,,1.195e-7,
536.92,2.358e-7,,2.358e-7,
536.97,4.577e-7,,4.577e-7,
537.02,8.729e-7,,8.729e-7,
537.07,1.636e-6,,1.636e-6,
537.12,3.016e-6,,3.016e-6,
537.17,5.462e-6,,5.462e-6,
537.22,9.725e-6,,9.725e-6,
537.27,1.702e-5,,1.702e-5,
537.32,2.927e-5,,2.927e-5,
537.37,4.950e-5,,4.950e-5,
537.42,8.226e-5,,8.226e-5,
537.47,1.344e-4,,1.344e-4,
537.52,2.157e-4,,2.157e-4,
537.57,3.405e-4,,3.405e-4,
537.62,5.282e-4,,5.282e-4,
537.67,8.054e-4,,8.054e-4,
537.72,1.207e-3,,1.207e-3,
537.77,1.778e-3,,1.778e-3,
537.82,2.575e-3,,2.575e-3,
537.87,3.665e-3,,3.665e-3,
537.92,5.128e-3,,5.128e-3,
537.97,7.051e-3,,7.051e-3,
538.02,9.531e-3,,9.531e-3,
538.07,1.266e-2,,1.266e-2,
538.12,1.654e-2,,1.654e-2,
538.17,2.123e-2,,2.123e-2,
538.22,2.678e-2,,2.678e-2,
538.27,3.321e-2,,3.321e-2,
538.32,4.048e-2,,4.048e-2,
538.37,4.851e-2,,4.851e-2,
538.42,5.713e-2,,5.713e-2,
538.47,6.613e-2,,6.613e-2,
538.52,7.525e-2,,7.525e-2,
538.57,8.416e-2,,8.416e-2,
538.62,9.252e-2,,9.252e-2,
538.67,9.997e-2,,9.997e-2,
538.72,1.062e-1,,1.062e-1,
538.77,1.109e-1,,1.109e-1,
538.82,1.138e-1,,1.138e-1,
538.87,1.147e-1,,1.147e-1,
538.92,1.138e-1,,1.138e-1,
538.97,1.109e-1,,1.109e-1,
539.02,1.062e-1,,1.062e-1,
539.07,9.997e-2,,9.997e-2,
539.12,9.252e-2,,9.252e-2,
539.17,8.416e-2,,8.416e-2,
539.22,7.525e-2,,7.525e-2,
539.27,6.613e-2,,6.613e-2,
539.32,5.713e-2,,5.713e-2,
539.37,4.851e-2,,4.851e-2,
539.42,4.048e-2,,4.048e-2,
539.47,3.321e-2,,3.321e-2,
539.52,2.678e-2,,2.678e-2,
539.57,2.123e-2,,2.123e-2,
539.62,1.654e-2,,1.654e-2,
539.67,1.266e-2,,1.266e-2,
539.72,9.531e-3,,9.531e-3,
539.77,7.051e-3,,7.051e-3,
539.82,5.128e-3,,5.128e-3,
539.87,3.665e-3,,3.665e-3,
539.92,2.575e-3,,2.575e-3,
539.97,1.778e-3,,1.778e-3,
540.02,1.207e-3,,1.207e-3,
540.07,8.054e-4,,8.054e-4,
540.12,5.282e-4,,5.282e-4,
540.17,3.405e-4,,3.405e-4,
540.22,2.157e-4,,2.157e-4,
540.27,1.344e-4,,1.344e-4,
540.33,7.441e-5,,7.441e-5,
540.38,4.462e-5,,4.462e-5,
540.43,2.630e-5,,2.630e-5,
540.48,1.524e-5,,1.524e-5,
540.53,8.677e-6,,8.677e-6,
540.58,4.857e-6,,4.857e-6,
540.63,2.672e-6,,2.672e-6,
540.68,1.445e-6,,1.445e-6,
540.73,7.682e-7,,7.682e-7,
540.78,4.014e-7,,4.014e-7,
540.83,2.061e-7,,2.061e-7,
540.88,1.041e-7,,1.041e-7,
540.93,5.163e-8,,5.163e-8,
540.98,2.518e-8,,2.518e-8,
541.03,1.207e-8,,1.207e-8,
541.08,5.688e-9,,5.688e-9,
541.13,2.635e-9,,2.635e-9,
541.18,1.199e-9,,1.199e-9,
541.23,5.367e-10,,5.367e-10,
541.28,2.361e-10,,2.361e-10,
541.33,1.021e-10,,1.021e-10,
541.38,4.337e-11,,4.337e-11,
541.43,1.812e-11,,1.812e-11,
541.48,7.438e-12,,7.438e-12,
541.53,3.002e-12,,3.002e-12,
541.58,1.191e-12,,1.191e-12,
541.63,4.642e-13,,4.642e-13,
541.68,1.779e-13,,1.779e-13,
541.73,6.702e-14,,6.702e-14,
541.78,2.481e-14,,2.481e-14,
541.83,9.031e-15,,9.031e-15,
541.88,3.231e-15,,3.231e-15,
541.93,1.136e-15,,1.136e-15,
541.98,3.926e-16,,3.926e-16,
542.03,1.334e-16,,1.334e-16,
542.08,4.454e-17,,4.454e-17,
542.13,1.462e-17,,1.462e-17,
548.53,1.072e-24,,,1.072e-24
548.58,3.162e-24,,,3.162e-24
548.63,9.177e-24,,,9.177e-24
548.68,2.620e-23,,,2.620e-23
548.73,7.359e-23,,,7.359e-23
548.78,2.033e-22,,,2.033e-22
548.83,5.526e-22,,,5.526e-22
548.88,1.477e-21,,,1.477e-21
548.93,3.886e-21,,,3.886e-21
548.98,1.005e-20,,,1.005e-20
549.03,2.559e-20,,,2.559e-20
549.08,6.407e-20,,,6.407e-20
549.13,1.578e-19,,,1.578e-19
549.18,3.823e-19,,,3.823e-19
549.23,9.112e-19,,,9.112e-19
549.28,2.136e-18,,,2.136e-18
549.33,4.927e-18,,,4.927e-18
549.38,1.118e-17,,,1.118e-17
549.43,2.495e-17,,,2.495e-17
549.48,5.478e-17,,,5.478e-17
549.53,1.183e-16,,,1.183e-16
549.58,2.514e-16,,,2.514e-16
549.63,5.254e-16,,,5.254e-16
549.68,1.080e-15,,,1.080e-15
549.73,2.185e-15,,,2.185e-15
549.78,4.347e-15,,,4.347e-15
549.83,8.508e-15,,,8.508e-15
549.88,1.638e-14,,,1.638e-14
549.93,3.103e-14,,,3.103e-14
549.98,5.781e-14,,,5.781e-14
550.03,1.060e-13,,,1.060e-13
550.08,1.911e-13,,,1.911e-13
550.13,3.389e-13,,,3.389e-13
550.18,5.913e-13,,,5.913e-13
550.23,1.015e-12,,,1.015e-12
550.28,1.714e-12,,,1.714e-12
550.33,2.847e-12,,,2.847e-12
550.38,4.654e-12,,,4.654e-12
550.43,7.482e-12,,,7.482e-12
550.48,1.183e-11,,,1.183e-11
550.53,1.841e-11,,,1.841e-11
550.58,2.819e-11,,,2.819e-11
550.63,4.246e-11,,,4.246e-11
550.68,6.293e-11,,,6.293e-11
550.73,9.176e-11,,,9.176e-11
550.78,1.317e-10,,,1.317e-10
550.83,1.859e-10,,,1.859e-10
550.88,2.582e-10,,,2.582e-10
550.93,3.531e-10,,,3.531e-10
550.98,4.753e-10,,,4.753e-10
551.03,6.297e-10,,,6.297e-10
551.08,8.213e-10,,,8.213e-10
551.13,1.055e-9,,,1.055e-9
551.18,1.335e-9,,,1.335e-9
551.23,1.663e-9,,,1.663e-9
551.28,2.043e-9,,,2.043e-9
551.33,2.473e-9,,,2.473e-9
551.38,2.952e-9,,,2.952e-9
551.43,3.478e-9,,,3.478e-9
551.48,4.044e-9,,,4.044e-9
551.53,4.645e-9,,,4.645e-9
551.58,5.273e-9,,,5.273e-9
551.63,5.921e-9,,,5.921e-9
551.68,6.581e-9,,,6.581e-9
551.73,7.246e-9,,,7.246e-9
551.78,7.909e-9,,,7.909e-9
551.83,8.564e-9,,,8.564e-9
551.88,9.204e-9,,,9.204e-9
551.93,9.825e-9,,,9.825e-9
551.98,1.042e-8,,,1.042e-8
552.03,1.098e-8,,,1.098e-8
552.08,1.149e-8,,,1.149e-8
552.13,1.195e-8,,,1.195e-8
552.18,1.234e-8,,,1.234e-8
552.23,1.264e-8,,,1.264e-8
552.28,1.284e-8,,,1.284e-8
552.33,1.293e-8,,,1.293e-8
552.38,1.289e-8,6.332e-15,,1.289e-8
552.43,1.271e-8,2.013e-14,,1.271e-8
552.48,1.239e-8,5.788e-14,,1.239e-8
552.53,1.194e-8,1.638e-13,,1.194e-8
552.58,1.136e-8,4.560e-13,,1.136e-8
552.63,1.066e-8,1.249e-12,,1.066e-8
552.68,9.875e-9,3.367e-12,,9.872e-9
552.73,9.021e-9,8.931e-12,,9.012e-9
552.78,8.133e-9,2.331e-11,,8.109e-9
552.83,7.249e-9,5.987e-11,,7.189e-9
552.88,6.430e-9,1.513e-10,,6.278e-9
552.93,5.776e-9,3.762e-10,,5.400e-9
552.98,5.493e-9,9.206e-10,,4.572e-9
553.03,6.029e-9,2.217e-9,,3.812e-9
553.08,8.380e-9,5.252e-9,,3.128e-9
553.13,1.477e-8,1.224e-8,,2.526e-9
553.18,3.010e-8,2.809e-8,,2.008e-9
553.23,6.498e-8,6.341e-8,,1.571e-9
553.28,1.421e-7,1.409e-7,,1.209e-9
553.33,3.088e-7,3.079e-7,,9.158e-10
553.38,6.629e-7,6.622e-7,,6.825e-10
553.43,1.402e-6,1.401e-6,,5.004e-10
553.48,2.919e-6,2.919e-6,,3.610e-10
553.53,5.982e-6,5.981e-6,,2.562e-10
553.58,1.206e-5,1.206e-5,,1.789e-10
553.63,2.393e-5,2.393e-5,,1.229e-10
553.68,4.674e-5,4.674e-5,,8.307e-11
553.73,8.980e-5,8.980e-5,,5.523e-11
553.78,1.698e-4,1.698e-4,,3.613e-11
553.83,3.159e-4,3.159e-4,,2.325e-11
553.88,5.783e-4,5.783e-4,,1.472e-11
553.93,1.042e-3,1.042e-3,,9.167e-12
553.98,1.847e-3,1.847e-3,,5.616e-12
554.03,3.222e-3,3.222e-3,,3.385e-12
554.08,5.531e-3,5.531e-3,,2.007e-12
554.13,9.343e-3,9.343e-3,,1.171e-12
554.18,1.553e-2,1.553e-2,,6.719e-13
554.23,2.540e-2,2.540e-2,,3.793e-13
554.28,4.089e-2,4.089e-2,,2.107e-13
554.33,6.476e-2,6.476e-2,,1.151e-13
554.38,1.009e-1,1.009e-1,,6.186e-14
554.43,1.548e-1,1.548e-1,,3.271e-14
554.48,2.337e-1,2.337e-1,,1.701e-14
554.53,3.470e-1,3.470e-1,,8.705e-15
554.58,5.072e-1,5.072e-1,,4.382e-15
554.63,7.295e-1,7.295e-1,,2.170e-15
554.68,1.032e+0,1.032e+0,,1.057e-15
554.73,1.438e+0,1.438e+0,,5.066e-16
554.78,1.971e+0,1.971e+0,,2.389e-16
554.83,2.658e+0,2.658e+0,,1.108e-16
554.88,3.527e+0,3.527e+0,,5.054e-17
554.93,4.606e+0,4.606e+0,,2.269e-17
554.98,5.920e+0,5.920e+0,,1.002e-17
555.03,7.487e+0,7.487e+0,,4.351e-18
555.08,9.317e+0,9.317e+0,,1.859e-18
555.13,1.141e+1,1.141e+1,,7.817e-19
555.18,1.375e+1,1.375e+1,,3.233e-19
555.23,1.631e+1,1.631e+1,,1.315e-19
555.28,1.904e+1,1.904e+1,,5.263e-20
555.33,2.186e+1,2.186e+1,,2.072e-20
555.38,2.471e+1,2.471e+1,,8.026e-21
555.43,2.748e+1,2.748e+1,,3.058e-21
555.48,3.008e+1,3.008e+1,,1.146e-21
555.53,3.240e+1,3.240e+1,,4.227e-22
555.58,3.434e+1,3.434e+1,,1.533e-22
555.63,3.582e+1,3.582e+1,,5.472e-23
555.68,3.677e+1,3.677e+1,,1.921e-23
555.73,3.715e+1,3.715e+1,,6.634e-24
555.78,3.693e+1,3.693e+1,,2.254e-24
555.83,3.612e+1,3.612e+1,,
555.88,3.477e+1,3.477e+1,,
555.93,3.294e+1,3.294e+1,,
555.98,3.071e+1,3.071e+1,2.052e-14,
556.03,2.818e+1,2.818e+1,5.939e-14,
556.08,2.544e+1,2.544e+1,1.692e-13,
556.13,2.261e+1,2.261e+1,4.742e-13,
556.18,1.977e+1,1.977e+1,1.308e-12,
556.23,1.701e+1,1.701e+1,3.553e-12,
556.28,1.440e+1,1.440e+1,9.494e-12,
556.33,1.200e+1,1.200e+1,2.497e-11,
556.38,9.843e+0,9.843e+0,6.462e-11,
556.43,7.944e+0,7.944e+0,1.646e-10,
556.48,6.309e+0,6.309e+0,4.126e-10,
556.53,4.931e+0,4.931e+0,1.018e-9,
556.58,3.793e+0,3.793e+0,2.471e-9,
556.63,2.871e+0,2.871e+0,5.904e-9,
556.68,2.139e+0,2.139e+0,1.388e-8,
556.73,1.568e+0,1.568e+0,3.213e-8,
556.78,1.131e+0,1.131e+0,7.317e-8,
556.83,8.030e-1,8.030e-1,1.640e-7,
556.88,5.610e-1,5.610e-1,3.618e-7,
556.93,3.858e-1,3.858e-1,7.854e-7,
