Wavelength,Sum,Cu I (8.6e-02),Cu II (9.1e-01)
446.04,4.723e-7,4.723e-7,
446.09,1.257e-6,1.257e-6,
446.14,3.264e-6,3.264e-6,
446.19,8.264e-6,8.264e-6,
446.24,2.041e-5,2.041e-5,
446.29,4.917e-5,4.917e-5,
446.34,1.156e-4,1.156e-4,
446.39,2.648e-4,2.648e-4,
446.44,5.921e-4,5.921e-4,
446.49,1.291e-3,1.291e-3,
446.54,2.746e-3,2.746e-3,
446.59,5.698e-3,5.698e-3,
446.64,1.153e-2,1.153e-2,
446.69,2.276e-2,2.276e-2,
446.74,4.382e-2,4.382e-2,
446.79,8.229e-2,8.229e-2,
446.84,1.507e-1,1.507e-1,
446.89,2.693e-1,2.693e-1,
446.94,4.694e-1,4.694e-1,
446.99,7.979e-1,7.979e-1,
447.04,1.323e+0,1.323e+0,
447.09,2.139e+0,2.139e+0,
447.14,3.375e+0,3.375e+0,
447.19,5.193e+0,5.193e+0,
447.24,7.794e+0,7.794e+0,
447.29,1.141e+1,1.141e+1,
447.34,1.629e+1,1.629e+1,
447.39,2.269e+1,2.269e+1,
447.44,3.082e+1,3.082e+1,
447.49,4.084e+1,4.084e+1,
447.54,5.279e+1,5.279e+1,
447.59,6.655e+1,6.655e+1,
447.64,8.183e+1,8.183e+1,
447.7,1.015e+2,1.015e+2,
447.75,1.181e+2,1.181e+2,
447.8,1.341e+2,1.341e+2,
447.85,1.486e+2,1.486e+2,
447.9,1.605e+2,1.605e+2,4.418e-15
447.95,1.691e+2,1.691e+2,1.650e-14
448,1.738e+2,1.738e+2,6.010e-14
448.05,1.742e+2,1.742e+2,2.136e-13
448.1,1.704e+2,1.704e+2,7.409e-13
448.15,1.625e+2,1.625e+2,2.507e-12
448.2,1.512e+2,1.512e+2,8.276e-12
448.25,1.372e+2,1.372e+2,2.666e-11
448.3,1.214e+2,1.214e+2,8.378e-11
448.35,1.048e+2,1.048e+2,2.569e-10
448.4,8.827e+1,8.827e+1,7.686e-10
448.45,7.250e+1,7.250e+1,2.243e-9
448.5,5.809e+1,5.809e+1,6.389e-9
448.55,4.539e+1,4.539e+1,1.775e-8
448.6,3.460e+1,3.460e+1,4.813e-8
448.65,2.572e+1,2.572e+1,1.273e-7
448.7,1.865e+1,1.865e+1,3.285e-7
448.75,1.320e+1,1.320e+1,8.273e-7
448.8,9.104e+0,9.104e+0,2.032e-6
448.85,6.127e+0,6.127e+0,4.872e-6
448.9,4.022e+0,4.022e+0,1.139e-5
448.95,2.575e+0,2.575e+0,2.600e-5
449,1.608e+0,1.608e+0,5.788e-5
449.05,9.798e-1,9.797e-1,1.257e-4
449.1,5.824e-1,5.821e-1,2.664e-4
449.15,3.380e-1,3.374e-1,5.509e-4
449.2,1.919e-1,1.908e-1,1.111e-3
449.25,1.076e-1,1.055e-1,2.188e-3
449.3,6.143e-2,5.723e-2,4.201e-3
449.35,3.904e-2,3.117e-2,7.873e-3
449.4,3.281e-2,1.842e-2,1.439e-2
449.45,4.007e-2,1.440e-2,2.567e-2
449.5,6.239e-2,1.771e-2,4.468e-2
449.55,1.057e-1,2.987e-2,7.586e-2
449.6,1.815e-1,5.584e-2,1.257e-1
449.65,3.086e-1,1.054e-1,2.032e-1
449.7,5.163e-1,1.959e-1,3.204e-1
449.75,8.488e-1,3.558e-1,4.930e-1
449.8,1.371e+0,6.308e-1,7.401e-1
449.85,2.176e+0,1.092e+0,1.084e+0
449.9,3.392e+0,1.843e+0,1.549e+0
449.95,5.196e+0,3.036e+0,2.160e+0
450,7.819e+0,4.879e+0,2.939e+0
450.05,1.155e+1,7.652e+0,3.901e+0
450.1,1.676e+1,1.171e+1,5.052e+0
450.15,2.387e+1,1.748e+1,6.384e+0
450.2,3.334e+1,2.547e+1,7.870e+0
450.25,4.567e+1,3.620e+1,9.467e+0
450.3,6.131e+1,5.020e+1,1.111e+1
450.35,8.065e+1,6.793e+1,1.272e+1
450.4,1.039e+2,8.969e+1,1.421e+1
450.45,1.310e+2,1.155e+2,1.549e+1
450.5,1.617e+2,1.452e+2,1.648e+1
450.55,1.952e+2,1.781e+2,1.710e+1
450.6,2.304e+2,2.131e+2,1.731e+1
450.65,2.659e+2,2.488e+2,1.710e+1
450.7,2.999e+2,2.835e+2,1.648e+1
450.75,3.306e+2,3.151e+2,1.549e+1
450.8,3.559e+2,3.417e+2,1.421e+1
450.85,3.743e+2,3.616e+2,1.272e+1
450.9,3.845e+2,3.733e+2,1.111e+1
450.95,3.856e+2,3.761e+2,9.467e+0
451,3.776e+2,3.697e+2,7.870e+0
451.05,3.609e+2,3.546e+2,6.384e+0
451.1,3.368e+2,3.318e+2,5.052e+0
451.15,3.068e+2,3.029e+2,3.901e+0
451.2,2.728e+2,2.699e+2,2.939e+0
451.25,2.367e+2,2.346e+2,2.160e+0
451.3,2.005e+2,1.989e+2,1.549e+0
451.35,1.657e+2,1.646e+2,1.084e+0
451.4,1.337e+2,1.329e+2,7.401e-1
451.45,1.052e+2,1.047e+2,4.930e-1
451.5,8.081e+1,8.049e+1,3.204e-1
451.55,6.058e+1,6.037e+1,2.032e-1
451.6,4.431e+1,4.419e+1,1.257e-1
451.65,3.164e+1,3.156e+1,7.586e-2
451.7,2.206e+1,2.202e+1,4.468e-2
451.75,1.505e+1,1.502e+1,2.567e-2
451.8,1.009e+1,1.007e+1,1.439e-2
451.85,6.723e+0,6.715e+0,7.873e-3
451.9,4.600e+0,4.595e+0,4.201e-3
451.95,3.457e+0,3.455e+0,2.188e-3
452,3.147e+0,3.146e+0,1.111e-3
452.05,3.633e+0,3.632e+0,5.509e-4
452.1,4.996e+0,4.995e+0,2.664e-4
452.15,7.434e+0,7.434e+0,1.257e-4
452.2,1.127e+1,1.127e+1,5.788e-5
452.25,1.694e+1,1.694e+1,2.600e-5
452.3,2.500e+1,2.500e+1,1.139e-5
452.35,3.607e+1,3.607e+1,4.872e-6
452.4,5.083e+1,5.083e+1,2.032e-6
452.45,6.993e+1,6.993e+1,8.273e-7
452.5,9.391e+1,9.391e+1,3.285e-7
452.55,1.231e+2,1.231e+2,1.273e-7
452.6,1.574e+2,1.574e+2,4.813e-8
452.65,1.965e+2,1.965e+2,1.775e-8
452.7,2.395e+2,2.395e+2,6.389e-9
452.75,2.849e+2,2.849e+2,2.243e-9
452.8,3.308e+2,3.308e+2,7.686e-10
452.85,3.750e+2,3.750e+2,2.569e-10
452.9,4.153e+2,4.153e+2,8.381e-11
452.95,4.493e+2,4.493e+2,2.675e-11
453,4.752e+2,4.752e+2,8.582e-12
453.05,4.919e+2,4.919e+2,3.557e-12
453.1,4.988e+2,4.988e+2,4.269e-12
453.15,4.966e+2,4.966e+2,1.178e-11
453.2,4.869e+2,4.869e+2,3.710e-11
453.25,4.719e+2,4.719e+2,1.158e-10
453.3,4.547e+2,4.547e+2,3.531e-10
453.35,4.385e+2,4.385e+2,1.051e-9
453.4,4.265e+2,4.265e+2,3.057e-9
453.45,4.214e+2,4.214e+2,8.674e-9
453.5,4.250e+2,4.250e+2,2.403e-8
453.55,4.381e+2,4.381e+2,6.499e-8
453.6,4.606e+2,4.606e+2,1.716e-7
453.65,4.907e+2,4.907e+2,4.422e-7
453.7,5.260e+2,5.260e+2,1.112e-6
453.75,5.630e+2,5.630e+2,2.732e-6
453.8,5.979e+2,5.979e+2,6.550e-6
453.85,6.268e+2,6.268e+2,1.533e-5
453.9,6.465e+2,6.465e+2,3.502e-5
453.95,6.542e+2,6.542e+2,7.812e-5
454,6.484e+2,6.484e+2,1.701e-4
454.05,6.286e+2,6.286e+2,3.615e-4
454.1,5.957e+2,5.957e+2,7.501e-4
454.15,5.516e+2,5.516e+2,1.519e-3
454.2,4.988e+2,4.988e+2,3.004e-3
454.25,4.404e+2,4.404e+2,5.798e-3
454.3,3.796e+2,3.796e+2,1.093e-2
454.35,3.195e+2,3.194e+2,2.010e-2
454.4,2.624e+2,2.624e+2,3.609e-2
454.45,2.105e+2,2.104e+2,6.326e-2
454.5,1.648e+2,1.647e+2,1.082e-1
454.55,1.260e+2,1.258e+2,1.808e-1
454.6,9.407e+1,9.377e+1,2.949e-1
454.65,6.871e+1,6.824e+1,4.694e-1
454.7,4.920e+1,4.847e+1,7.294e-1
454.75,3.471e+1,3.360e+1,1.106e+0
454.8,2.437e+1,2.274e+1,1.639e+0
454.85,1.738e+1,1.502e+1,2.369e+0
454.9,1.302e+1,9.679e+0,3.343e+0
454.95,1.069e+1,6.089e+0,4.606e+0
455,9.933e+0,3.739e+0,6.194e+0
455.05,1.037e+1,2.241e+0,8.132e+0
455.1,1.173e+1,1.311e+0,1.042e+1
455.15,1.379e+1,7.485e-1,1.304e+1
455.2,1.634e+1,4.171e-1,1.592e+1
455.25,1.921e+1,2.269e-1,1.899e+1
455.3,2.222e+1,1.205e-1,2.210e+1
455.35,2.517e+1,6.241e-2,2.511e+1
455.4,2.788e+1,3.156e-2,2.785e+1
455.45,3.017e+1,1.558e-2,3.015e+1
455.5,3.188e+1,7.506e-3,3.187e+1
455.55,3.289e+1,3.530e-3,3.288e+1
455.6,3.312e+1,1.620e-3,3.312e+1
455.65,3.257e+1,7.257e-4,3.257e+1
455.7,3.126e+1,3.173e-4,3.126e+1
455.75,2.929e+1,1.354e-4,2.929e+1
455.8,2.679e+1,5.640e-5,2.679e+1
455.85,2.393e+1,2.293e-5,2.393e+1
455.9,2.086e+1,9.097e-6,2.086e+1
455.95,1.775e+1,3.523e-6,1.775e+1
456,1.474e+1,1.332e-6,1.474e+1
456.05,1.196e+1,4.913e-7,1.196e+1
456.1,9.464e+0,1.769e-7,9.464e+0
456.15,7.314e+0,6.224e-8,7.314e+0
456.2,5.518e+0,2.152e-8,5.518e+0
456.25,4.063e+0,7.777e-9,4.063e+0
456.3,2.921e+0,4.347e-9,2.921e+0
456.35,2.050e+0,6.968e-9,2.050e+0
456.4,1.404e+0,1.902e-8,1.404e+0
456.45,9.393e-1,5.548e-8,9.393e-1
456.5,6.132e-1,1.595e-7,6.132e-1
456.55,3.908e-1,4.485e-7,3.908e-1
456.6,2.432e-1,1.231e-6,2.432e-1
456.65,1.477e-1,3.301e-6,1.477e-1
456.7,8.757e-2,8.643e-6,8.757e-2
456.75,5.070e-2,2.210e-5,5.068e-2
456.8,2.869e-2,5.517e-5,2.864e-2
456.85,1.593e-2,1.345e-4,1.579e-2
456.9,8.824e-3,3.202e-4,8.504e-3
456.95,5.214e-3,7.444e-4,4.470e-3
457,3.983e-3,1.690e-3,2.294e-3
457.05,4.895e-3,3.746e-3,1.149e-3
457.1,8.671e-3,8.109e-3,5.618e-4
457.15,1.741e-2,1.714e-2,2.682e-4
457.2,3.551e-2,3.539e-2,1.250e-4
457.25,7.140e-2,7.134e-2,5.684e-5
457.3,1.405e-1,1.404e-1,2.524e-5
457.35,2.700e-1,2.699e-1,1.094e-5
457.4,5.067e-1,5.067e-1,4.630e-6
457.45,9.289e-1,9.288e-1,1.913e-6
457.5,1.663e+0,1.663e+0,7.713e-7
457.55,2.906e+0,2.906e+0,3.036e-7
457.6,4.961e+0,4.961e+0,1.167e-7
457.65,8.269e+0,8.269e+0,4.378e-8
457.7,1.346e+1,1.346e+1,1.603e-8
457.75,2.139e+1,2.139e+1,5.732e-9
457.8,3.320e+1,3.320e+1,2.000e-9
457.85,5.033e+1,5.033e+1,6.815e-10
457.9,7.449e+1,7.449e+1,2.267e-10
457.95,1.077e+2,1.077e+2,7.359e-11
458,1.520e+2,1.520e+2,2.332e-11
458.05,2.094e+2,2.094e+2,7.216e-12
458.1,2.819e+2,2.819e+2,2.179e-12
458.15,3.704e+2,3.704e+2,6.426e-13
458.2,4.754e+2,4.754e+2,1.850e-13
458.25,5.958e+2,5.958e+2,5.197e-14
458.3,7.292e+2,7.292e+2,1.425e-14
458.35,8.715e+2,8.715e+2,3.817e-15
458.4,1.017e+3,1.017e+3,
458.45,1.159e+3,1.159e+3,
458.5,1.290e+3,1.290e+3,
458.55,1.402e+3,1.402e+3,
458.6,1.488e+3,1.488e+3,
458.65,1.542e+3,1.542e+3,
458.7,1.560e+3,1.560e+3,
458.75,1.542e+3,1.542e+3,
458.8,1.488e+3,1.488e+3,
458.85,1.402e+3,1.402e+3,
458.9,1.290e+3,1.290e+3,
458.95,1.159e+3,1.159e+3,
459,1.017e+3,1.017e+3,
459.05,8.715e+2,8.715e+2,
459.1,7.292e+2,7.292e+2,
459.15,5.958e+2,5.958e+2,
459.2,4.754e+2,4.754e+2,
459.25,3.704e+2,3.704e+2,
459.3,2.819e+2,2.819e+2,
459.35,2.094e+2,2.094e+2,
459.4,1.520e+2,1.520e+2,
459.45,1.077e+2,1.077e+2,
459.5,7.449e+1,7.449e+1,
459.55,5.033e+1,5.033e+1,
459.6,3.320e+1,3.320e+1,
459.65,2.139e+1,2.139e+1,
459.7,1.346e+1,1.346e+1,
459.75,8.269e+0,8.269e+0,
459.8,4.961e+0,4.961e+0,
459.85,2.906e+0,2.906e+0,
459.9,1.663e+0,1.663e+0,
459.95,9.288e-1,9.288e-1,
460,5.067e-1,5.067e-1,
460.05,2.699e-1,2.699e-1,
460.1,1.404e-1,1.404e-1,
460.15,7.134e-2,7.134e-2,
460.2,3.539e-2,3.539e-2,
460.25,1.714e-2,1.714e-2,
460.3,8.109e-3,8.109e-3,
460.35,3.746e-3,3.746e-3,
460.4,1.690e-3,1.690e-3,
460.45,7.444e-4,7.444e-4,
460.5,3.202e-4,3.202e-4,
460.55,1.345e-4,1.345e-4,
460.6,5.517e-5,5.517e-5,
460.65,2.210e-5,2.210e-5,
460.7,8.643e-6,8.643e-6,
460.75,3.301e-6,3.301e-6,
460.8,1.231e-6,1.231e-6,
460.85,4.485e-7,4.485e-7,
460.9,1.595e-7,1.595e-7,
460.95,5.541e-8,5.541e-8,
461,1.879e-8,1.879e-8,
461.05,6.224e-9,6.224e-9,
461.1,2.013e-9,2.013e-9,
461.15,6.358e-10,6.358e-10,
461.2,1.961e-10,1.961e-10,
461.25,5.905e-11,5.905e-11,
461.3,1.737e-11,1.737e-11,
461.35,4.988e-12,4.988e-12,
461.4,1.399e-12,1.399e-12,
461.45,3.831e-13,3.831e-13,
462.3,3.665e-13,3.665e-13,
462.35,1.328e-12,1.328e-12,
462.4,4.702e-12,4.702e-12,
462.45,1.627e-11,1.627e-11,
462.5,5.499e-11,5.499e-11,
462.55,1.817e-10,1.817e-10,
462.6,5.864e-10,5.864e-10,
462.65,1.849e-9,1.849e-9,
462.7,5.700e-9,5.700e-9,
462.75,1.717e-8,1.717e-8,
462.8,5.052e-8,5.052e-8,
462.85,1.453e-7,1.453e-7,
462.9,4.082e-7,4.082e-7,
462.95,1.121e-6,1.121e-6,
463,3.007e-6,3.007e-6,
463.05,7.883e-6,7.883e-6,
463.1,2.020e-5,2.020e-5,
463.15,5.055e-5,5.055e-5,
463.2,1.237e-4,1.237e-4,
463.25,2.956e-4,2.956e-4,
463.3,6.903e-4,6.903e-4,
463.35,1.575e-3,1.575e-3,
463.4,3.513e-3,3.513e-3,
463.45,7.655e-3,7.655e-3,
463.5,1.630e-2,1.630e-2,
463.55,3.392e-2,3.392e-2,
463.6,6.895e-2,6.895e-2,
463.65,1.370e-1,1.370e-1,
463.7,2.659e-1,2.659e-1,
463.75,5.044e-1,5.044e-1,
463.8,9.350e-1,9.350e-1,
463.85,1.694e+0,1.694e+0,
463.9,2.997e+0,2.997e+0,
463.95,5.184e+0,5.184e+0,
464,8.760e+0,8.760e+0,
464.05,1.446e+1,1.446e+1,
464.1,2.334e+1,2.334e+1,
464.15,3.680e+1,3.680e+1,
464.2,5.669e+1,5.669e+1,
464.25,8.535e+1,8.535e+1,
464.3,1.256e+2,1.256e+2,
464.35,1.805e+2,1.805e+2,1.051e-15
464.4,2.535e+2,2.535e+2,3.781e-15
464.45,3.479e+2,3.479e+2,1.330e-14
464.5,4.666e+2,4.666e+2,4.572e-14
464.55,6.115e+2,6.115e+2,1.544e-13
464.6,7.831e+2,7.831e+2,5.074e-13
464.65,9.799e+2,9.799e+2,1.629e-12
464.7,1.198e+3,1.198e+3,5.113e-12
464.75,1.432e+3,1.432e+3,1.569e-11
464.8,1.671e+3,1.671e+3,4.703e-11
464.85,1.907e+3,1.907e+3,1.378e-10
464.9,2.126e+3,2.126e+3,3.948e-10
464.95,2.315e+3,2.315e+3,1.105e-9
465,2.464e+3,2.464e+3,3.024e-9
465.05,2.563e+3,2.563e+3,8.089e-9
465.1,2.605e+3,2.605e+3,2.115e-8
465.15,2.587e+3,2.587e+3,5.404e-8
465.2,2.510e+3,2.510e+3,1.350e-7
465.25,2.380e+3,2.380e+3,3.295e-7
465.3,2.206e+3,2.206e+3,7.865e-7
465.35,1.997e+3,1.997e+3,1.835e-6
465.4,1.767e+3,1.767e+3,4.183e-6
465.45,1.527e+3,1.527e+3,9.325e-6
465.5,1.290e+3,1.290e+3,2.032e-5
465.55,1.065e+3,1.065e+3,4.327e-5
465.6,8.590e+2,8.590e+2,9.010e-5
465.65,6.770e+2,6.770e+2,1.834e-4
465.7,5.214e+2,5.214e+2,3.649e-4
465.75,3.924e+2,3.924e+2,7.098e-4
465.8,2.885e+2,2.885e+2,1.350e-3
465.85,2.073e+2,2.073e+2,2.510e-3
465.9,1.456e+2,1.456e+2,4.562e-3
465.95,9.989e+1,9.988e+1,8.107e-3
466,6.697e+1,6.696e+1,1.409e-2
466.05,4.389e+1,4.387e+1,2.393e-2
466.1,2.812e+1,2.808e+1,3.976e-2
466.15,1.763e+1,1.756e+1,6.459e-2
466.2,1.084e+1,1.074e+1,1.026e-1
466.25,6.571e+0,6.412e+0,1.594e-1
466.3,3.984e+0,3.742e+0,2.421e-1
466.35,2.494e+0,2.134e+0,3.597e-1
466.4,1.712e+0,1.189e+0,5.227e-1
466.45,1.390e+0,6.475e-1,7.429e-1
466.5,1.377e+0,3.445e-1,1.033e+0
466.55,1.583e+0,1.791e-1,1.404e+0
466.6,1.959e+0,9.099e-2,1.868e+0
466.65,2.477e+0,4.517e-2,2.431e+0
466.7,3.118e+0,2.191e-2,3.096e+0
466.75,3.867e+0,1.039e-2,3.857e+0
466.8,4.707e+0,4.811e-3,4.702e+0
466.85,5.612e+0,2.177e-3,5.609e+0
466.9,6.550e+0,9.629e-4,6.549e+0
466.95,7.485e+0,4.161e-4,7.485e+0
467,8.373e+0,1.757e-4,8.373e+0
467.05,9.171e+0,7.250e-5,9.171e+0
467.1,9.836e+0,2.923e-5,9.836e+0
467.15,1.033e+1,1.152e-5,1.033e+1
467.2,1.064e+1,4.434e-6,1.064e+1
467.25,1.074e+1,1.668e-6,1.074e+1
467.3,1.064e+1,6.131e-7,1.064e+1
467.35,1.036e+1,2.202e-7,1.036e+1
467.4,9.935e+0,7.729e-8,9.935e+0
467.45,9.401e+0,2.651e-8,9.401e+0
467.5,8.814e+0,8.884e-9,8.814e+0
467.55,8.228e+0,2.909e-9,8.228e+0
467.6,7.694e+0,9.309e-10,7.694e+0
467.65,7.258e+0,2.912e-10,7.258e+0
467.7,6.952e+0,8.936e-11,6.952e+0
467.75,6.796e+0,2.800e-11,6.796e+0
467.8,6.791e+0,1.262e-11,6.791e+0
467.85,6.925e+0,1.824e-11,6.925e+0
467.9,7.170e+0,5.217e-11,7.170e+0
467.95,7.486e+0,1.621e-10,7.486e+0
468,7.828e+0,4.980e-10,7.828e+0
468.05,8.144e+0,1.496e-9,8.144e+0
468.1,8.388e+0,4.396e-9,8.388e+0
468.15,8.520e+0,1.262e-8,8.520e+0
468.2,8.511e+0,3.545e-8,8.511e+0
468.25,8.344e+0,9.730e-8,8.344e+0
468.3,8.018e+0,2.611e-7,8.018e+0
468.35,7.546e+0,6.851e-7,7.546e+0
468.4,6.949e+0,1.758e-6,6.949e+0
468.45,6.261e+0,4.408e-6,6.261e+0
468.5,5.516e+0,1.081e-5,5.516e+0
468.55,4.753e+0,2.590e-5,4.753e+0
468.6,4.004e+0,6.071e-5,4.003e+0
468.65,3.297e+0,1.391e-4,3.297e+0
468.7,2.654e+0,3.116e-4,2.654e+0
468.75,2.089e+0,6.823e-4,2.088e+0
468.8,1.608e+0,1.461e-3,1.606e+0
468.85,1.211e+0,3.058e-3,1.208e+0
468.9,8.939e-1,6.258e-3,8.876e-1
468.95,6.502e-1,1.252e-2,6.377e-1
469,4.722e-1,2.449e-2,4.478e-1
469.05,3.542e-1,4.684e-2,3.073e-1
469.1,2.937e-1,8.757e-2,2.062e-1
469.15,2.953e-1,1.601e-1,1.352e-1
469.2,3.727e-1,2.861e-1,8.666e-2
469.25,5.541e-1,4.998e-1,5.429e-2
469.3,8.869e-1,8.537e-1,3.325e-2
469.35,1.446e+0,1.426e+0,1.990e-2
469.4,2.339e+0,2.328e+0,1.164e-2
469.45,3.722e+0,3.715e+0,6.659e-3
469.5,5.802e+0,5.798e+0,3.722e-3
469.55,8.848e+0,8.846e+0,2.034e-3
469.6,1.320e+1,1.319e+1,1.086e-3
469.65,1.924e+1,1.924e+1,5.670e-4
469.7,2.743e+1,2.743e+1,2.893e-4
469.75,3.824e+1,3.824e+1,1.443e-4
469.8,5.211e+1,5.211e+1,7.033e-5
469.85,6.942e+1,6.942e+1,3.351e-5
469.9,9.042e+1,9.042e+1,1.561e-5
469.95,1.151e+2,1.151e+2,7.106e-6
470,1.434e+2,1.434e+2,3.162e-6
470.05,1.745e+2,1.745e+2,1.375e-6
470.1,2.076e+2,2.076e+2,5.847e-7
470.15,2.416e+2,2.416e+2,2.430e-7
470.2,2.748e+2,2.748e+2,9.869e-8
470.25,3.056e+2,3.056e+2,3.918e-8
470.3,3.322e+2,3.322e+2,1.521e-8
470.35,3.531e+2,3.531e+2,5.768e-9
470.4,3.669e+2,3.669e+2,2.138e-9
470.45,3.728e+2,3.728e+2,7.750e-10
470.5,3.702e+2,3.702e+2,2.745e-10
470.55,3.595e+2,3.595e+2,9.505e-11
470.6,3.413e+2,3.413e+2,3.217e-11
470.65,3.168e+2,3.168e+2,1.064e-11
470.7,2.875e+2,2.875e+2,3.441e-12
470.75,2.550e+2,2.550e+2,1.087e-12
470.8,2.212e+2,2.212e+2,3.359e-13
470.85,1.876e+2,1.876e+2,1.014e-13
470.9,1.555e+2,1.555e+2,2.994e-14
470.95,1.260e+2,1.260e+2,8.637e-15
471,9.987e+1,9.987e+1,2.435e-15
471.05,7.737e+1,7.737e+1,
471.1,5.860e+1,5.860e+1,
471.15,4.339e+1,4.339e+1,
471.2,3.141e+1,3.141e+1,
471.25,2.223e+1,2.223e+1,
471.3,1.539e+1,1.539e+1,
471.35,1.041e+1,1.041e+1,
471.4,6.884e+0,6.884e+0,
471.45,4.451e+0,4.451e+0,
471.5,2.814e+0,2.814e+0,
471.55,1.739e+0,1.739e+0,
471.6,1.051e+0,1.051e+0,
471.65,6.208e-1,6.208e-1,
471.7,3.586e-1,3.586e-1,
471.75,2.025e-1,2.025e-1,
471.8,1.118e-1,1.118e-1,
471.85,6.032e-2,6.032e-2,
471.9,3.183e-2,3.183e-2,
471.95,1.642e-2,1.642e-2,
472,8.281e-3,8.281e-3,
472.05,4.083e-3,4.083e-3,
472.1,1.968e-3,1.968e-3,
472.15,9.277e-4,9.277e-4,
472.2,4.275e-4,4.275e-4,
472.25,1.926e-4,1.926e-4,
472.3,8.481e-5,8.481e-5,
472.35,3.652e-5,3.652e-5,
472.4,1.537e-5,1.537e-5,
472.45,6.327e-6,6.327e-6,
472.5,2.546e-6,2.546e-6,
472.55,1.001e-6,1.001e-6,
472.6,3.851e-7,3.851e-7,
472.65,1.448e-7,1.448e-7,
472.7,5.323e-8,5.323e-8,
472.75,1.913e-8,1.913e-8,
472.8,6.722e-9,6.722e-9,
472.85,2.309e-9,2.309e-9,
472.9,7.755e-10,7.755e-10,
472.95,2.546e-10,2.546e-10,
473,8.174e-11,8.173e-11,3.670e-15
473.05,2.566e-11,2.565e-11,1.272e-14
473.1,7.913e-12,7.870e-12,4.314e-14
473.15,2.504e-12,2.361e-12,1.431e-13
473.2,1.157e-12,6.924e-13,4.643e-13
473.25,1.672e-12,1.985e-13,1.474e-12
473.3,4.630e-12,5.565e-14,4.575e-12
473.35,1.389e-11,,1.389e-11
473.4,4.126e-11,,4.126e-11
473.45,1.199e-10,,1.199e-10
473.5,3.407e-10,,3.407e-10
473.55,9.471e-10,,9.471e-10
473.6,2.575e-9,,2.575e-9
473.65,6.850e-9,,6.850e-9
473.7,1.782e-8,,1.782e-8
473.75,4.535e-8,,4.535e-8
473.8,1.129e-7,,1.129e-7
473.85,2.749e-7,,2.749e-7
473.9,6.547e-7,,6.547e-7
473.95,1.525e-6,,1.525e-6
474,3.476e-6,,3.476e-6
474.05,7.748e-6,,7.748e-6
474.1,1.689e-5,,1.689e-5
474.15,3.603e-5,,3.603e-5
474.2,7.517e-5,,7.517e-5
474.25,1.534e-4,,1.534e-4
474.3,3.062e-4,,3.062e-4
474.35,5.978e-4,,5.978e-4
474.4,1.142e-3,,1.142e-3
474.45,2.133e-3,,2.133e-3
474.5,3.897e-3,,3.897e-3
474.55,6.966e-3,,6.966e-3
474.6,1.218e-2,,1.218e-2
474.65,2.083e-2,,2.083e-2
474.7,3.484e-2,,3.484e-2
474.75,5.701e-2,,5.701e-2
474.8,9.125e-2,,9.125e-2
474.85,1.429e-1,,1.429e-1
474.9,2.188e-1,,2.188e-1
474.95,3.277e-1,,3.277e-1
475,4.802e-1,,4.802e-1
475.05,6.882e-1,,6.882e-1
475.1,9.648e-1,,9.648e-1
475.15,1.323e+0,,1.323e+0
475.2,1.775e+0,,1.775e+0
475.25,2.329e+0,,2.329e+0
475.3,2.989e+0,,2.989e+0
475.35,3.752e+0,,3.752e+0
475.4,4.607e+0,,4.607e+0
475.45,5.534e+0,,5.534e+0
475.5,6.502e+0,,6.502e+0
475.55,7.472e+0,,7.472e+0
475.6,8.400e+0,,8.400e+0
475.65,9.237e+0,,9.237e+0
475.7,9.935e+0,,9.935e+0
475.75,1.045e+1,,1.045e+1
475.8,1.076e+1,,1.076e+1
475.85,1.083e+1,,1.083e+1
475.9,1.066e+1,,1.066e+1
475.95,1.027e+1,,1.027e+1
476,9.675e+0,,9.675e+0
476.05,8.916e+0,,8.916e+0
476.1,8.037e+0,,8.037e+0
476.15,7.087e+0,,7.087e+0
476.2,6.112e+0,,6.112e+0
476.25,5.156e+0,,5.156e+0
476.3,4.255e+0,,4.255e+0
476.35,3.435e+0,,3.435e+0
476.4,2.712e+0,,2.712e+0
476.45,2.094e+0,,2.094e+0
476.5,1.582e+0,,1.582e+0
476.55,1.169e+0,,1.169e+0
476.6,8.451e-1,,8.451e-1
476.65,5.975e-1,,5.975e-1
476.7,4.132e-1,,4.132e-1
476.75,2.795e-1,,2.795e-1
476.8,1.850e-1,,1.850e-1
476.85,1.197e-1,,1.197e-1
476.9,7.580e-2,,7.580e-2
476.95,4.694e-2,,4.694e-2
477,2.844e-2,,2.844e-2
477.05,1.685e-2,,1.685e-2
477.1,9.765e-3,,9.765e-3
477.15,5.536e-3,,5.536e-3
477.2,3.070e-3,,3.070e-3
477.25,1.665e-3,,1.665e-3
477.3,8.837e-4,,8.837e-4
477.35,4.586e-4,,4.586e-4
477.4,2.328e-4,,2.328e-4
477.45,1.156e-4,,1.156e-4
477.5,5.616e-5,,5.616e-5
477.55,2.668e-5,,2.668e-5
477.6,1.240e-5,,1.240e-5
477.65,5.638e-6,,5.638e-6
477.7,2.507e-6,,2.507e-6
477.75,1.090e-6,,1.090e-6
477.8,4.639e-7,,4.639e-7
477.85,1.931e-7,,1.931e-7
477.9,7.859e-8,,7.859e-8
477.95,3.130e-8,,3.130e-8
478,1.219e-8,,1.219e-8
478.05,4.644e-9,,4.644e-9
478.1,1.731e-9,,1.731e-9
478.15,6.309e-10,,6.309e-10
