Wavelength,Sum,Mg I (3.8e-02),Mg II (9.5e-01),Mg III (8.2e-03)
529.07,9.233e-10,,9.233e-10,
529.12,3.529e-10,,3.529e-10,
529.17,1.325e-10,,1.325e-10,
529.22,4.885e-11,,4.885e-11,
529.27,1.769e-11,,1.769e-11,
529.32,6.292e-12,,6.292e-12,
529.37,2.198e-12,,2.198e-12,
529.42,7.539e-13,,7.539e-13,
529.47,2.540e-13,,2.540e-13,
529.52,8.406e-14,,8.406e-14,
529.57,2.732e-14,,2.732e-14,
529.62,4.493e-15,,4.493e-15,
540.12,1.416e-16,,1.416e-16,
540.17,4.270e-16,,4.270e-16,
540.22,1.266e-15,,1.266e-15,
540.27,3.693e-15,,3.693e-15,
540.33,1.304e-14,,1.304e-14,
540.38,3.664e-14,,3.664e-14,
540.43,1.012e-13,,1.012e-13,
540.48,2.749e-13,,2.749e-13,
540.53,7.340e-13,,7.340e-13,
540.58,1.927e-12,,1.927e-12,
540.63,4.974e-12,,4.974e-12,
540.68,1.262e-11,,1.262e-11,
540.73,3.150e-11,,3.150e-11,
540.78,7.729e-11,,7.729e-11,
540.83,1.865e-10,,1.865e-10,
540.88,4.422e-10,,4.422e-10,
540.93,1.031e-9,,1.031e-9,
540.98,2.365e-9,,2.365e-9,
541.03,5.331e-9,,5.331e-9,
541.08,1.182e-8,,1.182e-8,
541.13,2.575e-8,,2.575e-8,
541.18,5.518e-8,,5.518e-8,
541.23,1.162e-7,,1.162e-7,
541.28,2.408e-7,,2.408e-7,
541.33,4.904e-7,,4.904e-7,
541.38,9.820e-7,,9.820e-7,
541.43,1.933e-6,,1.933e-6,
541.48,3.743e-6,,3.743e-6,
541.53,7.123e-6,,7.123e-6,
541.58,1.333e-5,,1.333e-5,
541.63,2.453e-5,,2.453e-5,
541.68,4.437e-5,,4.437e-5,
541.73,7.891e-5,,7.891e-5,
541.78,1.380e-4,,1.380e-4,
541.83,2.373e-4,,2.373e-4,
541.88,4.011e-4,,4.011e-4,
541.93,6.668e-4,,6.668e-4,
541.98,1.090e-3,,1.090e-3,
542.03,1.751e-3,,1.751e-3,
542.08,2.766e-3,,2.766e-3,
542.13,4.297e-3,,4.297e-3,
542.18,6.563e-3,,6.563e-3,
542.23,9.855e-3,,9.855e-3,
542.28,1.455e-2,,1.455e-2,
542.33,2.112e-2,,2.112e-2,
542.38,3.015e-2,,3.015e-2,
542.43,4.231e-2,,4.231e-2,
542.48,5.837e-2,,5.837e-2,
542.53,7.919e-2,,7.919e-2,
542.58,1.056e-1,,1.056e-1,
542.63,1.385e-1,,1.385e-1,
542.68,1.786e-1,,1.786e-1,
542.73,2.264e-1,,2.264e-1,
542.78,2.822e-1,,2.822e-1,
542.83,3.459e-1,,3.459e-1,
542.88,4.168e-1,,4.168e-1,
542.93,4.938e-1,,4.938e-1,
542.98,5.752e-1,,5.752e-1,
543.03,6.588e-1,,6.588e-1,
543.08,7.419e-1,,7.419e-1,
543.13,8.214e-1,,8.214e-1,
543.18,8.942e-1,,8.942e-1,
543.23,9.571e-1,,9.571e-1,
543.28,1.007e+0,,1.007e+0,
543.33,1.042e+0,,1.042e+0,
543.38,1.060e+0,,1.060e+0,
543.43,1.060e+0,,1.060e+0,
543.48,1.043e+0,,1.043e+0,
543.53,1.009e+0,,1.009e+0,
543.58,9.591e-1,,9.591e-1,
543.63,8.968e-1,,8.968e-1,
543.68,8.247e-1,,8.247e-1,
543.73,7.460e-1,,7.460e-1,
543.78,6.640e-1,,6.640e-1,
543.83,5.819e-1,,5.819e-1,
543.88,5.028e-1,,5.028e-1,
543.93,4.290e-1,,4.290e-1,
543.98,3.628e-1,,3.628e-1,
544.03,3.059e-1,,3.059e-1,
544.08,2.596e-1,,2.596e-1,
544.13,2.249e-1,,2.249e-1,
544.18,2.024e-1,,2.024e-1,
544.23,1.929e-1,,1.929e-1,
544.28,1.970e-1,,1.970e-1,
544.33,2.151e-1,,2.151e-1,
544.38,2.481e-1,,2.481e-1,
544.43,2.964e-1,,2.964e-1,
544.48,3.609e-1,,3.609e-1,
544.53,4.420e-1,,4.420e-1,
544.58,5.403e-1,,5.403e-1,
544.63,6.559e-1,,6.559e-1,
544.68,7.888e-1,,7.888e-1,
544.73,9.381e-1,,9.381e-1,
544.78,1.103e+0,,1.103e+0,
544.83,1.282e+0,,1.282e+0,
544.88,1.472e+0,,1.472e+0,
544.93,1.670e+0,,1.670e+0,
544.98,1.874e+0,,1.874e+0,
545.03,2.079e+0,,2.079e+0,
545.08,2.280e+0,,2.280e+0,
545.13,2.475e+0,,2.475e+0,
545.18,2.657e+0,,2.657e+0,
545.23,2.822e+0,,2.822e+0,
545.28,2.966e+0,,2.966e+0,
545.33,3.087e+0,,3.087e+0,
545.38,3.180e+0,,3.180e+0,
545.43,3.244e+0,,3.244e+0,
545.48,3.279e+0,,3.279e+0,
545.53,3.285e+0,,3.285e+0,
545.58,3.263e+0,,3.263e+0,
545.63,3.216e+0,,3.216e+0,
545.68,3.149e+0,,3.149e+0,
545.73,3.065e+0,,3.065e+0,
545.78,2.969e+0,,2.969e+0,
545.83,2.865e+0,,2.865e+0,
545.88,2.758e+0,,2.758e+0,
545.93,2.652e+0,,2.652e+0,
545.98,2.548e+0,,2.548e+0,
546.03,2.449e+0,,2.449e+0,
546.08,2.355e+0,,2.355e+0,
546.13,2.265e+0,,2.265e+0,
546.18,2.179e+0,,2.179e+0,
546.23,2.094e+0,,2.094e+0,
546.28,2.008e+0,,2.008e+0,
546.33,1.918e+0,,1.918e+0,
546.38,1.823e+0,,1.823e+0,
546.43,1.722e+0,,1.722e+0,
546.48,1.614e+0,,1.614e+0,
546.53,1.499e+0,,1.499e+0,
546.58,1.378e+0,,1.378e+0,
546.63,1.252e+0,,1.252e+0,
546.68,1.124e+0,,1.124e+0,
546.73,9.967e-1,,9.967e-1,
546.78,8.717e-1,,8.717e-1,
546.83,7.518e-1,,7.518e-1,
546.88,6.391e-1,,6.391e-1,
546.93,5.352e-1,,5.352e-1,
546.98,4.416e-1,,4.416e-1,
547.03,3.588e-1,,3.588e-1,
547.08,2.870e-1,,2.870e-1,
547.13,2.260e-1,,2.260e-1,
547.18,1.751e-1,,1.751e-1,
547.23,1.336e-1,,1.336e-1,
547.28,1.002e-1,,1.002e-1,
547.33,7.401e-2,,7.401e-2,
547.38,5.377e-2,,5.377e-2,
547.43,3.843e-2,,3.843e-2,
547.48,2.702e-2,,2.702e-2,
547.53,1.869e-2,,1.869e-2,
547.58,1.271e-2,,1.271e-2,
547.63,8.507e-3,,8.507e-3,
547.68,5.599e-3,,5.599e-3,
547.73,3.625e-3,,3.625e-3,
547.78,2.308e-3,,2.308e-3,
547.83,1.445e-3,,1.445e-3,
547.88,8.901e-4,,8.901e-4,
547.93,5.391e-4,,5.391e-4,
547.98,3.212e-4,,3.212e-4,
548.03,1.881e-4,,1.881e-4,
548.08,1.084e-4,,1.084e-4,
548.13,6.142e-5,,6.142e-5,
548.18,3.423e-5,,3.423e-5,
548.23,1.876e-5,,1.876e-5,
548.28,1.011e-5,,1.011e-5,
548.33,5.357e-6,,5.357e-6,
548.38,2.792e-6,,2.792e-6,
548.43,1.431e-6,,1.431e-6,
548.48,7.213e-7,,7.213e-7,
548.53,3.576e-7,,3.576e-7,
548.58,1.743e-7,,1.743e-7,
548.63,8.355e-8,,8.355e-8,
548.68,3.939e-8,,3.939e-8,
548.73,1.826e-8,,1.826e-8,
548.78,8.325e-9,,8.325e-9,
548.83,3.732e-9,,3.732e-9,
548.88,1.646e-9,,1.646e-9,
548.93,7.135e-10,,7.135e-10,
548.98,3.042e-10,,3.042e-10,
549.03,1.276e-10,,1.276e-10,
549.08,5.259e-11,,5.259e-11,
549.13,2.133e-11,,2.133e-11,
549.18,8.504e-12,,8.504e-12,
549.23,3.335e-12,,3.335e-12,
549.28,1.286e-12,,1.286e-12,
549.33,4.876e-13,,4.876e-13,
549.38,1.818e-13,,1.818e-13,
549.43,6.669e-14,,6.669e-14,
549.48,2.405e-14,,2.405e-14,
549.53,4.289e-13,4.203e-13,8.529e-15,
549.58,1.234e-12,1.231e-12,2.975e-15,
549.63,3.550e-12,3.549e-12,1.020e-15,
549.68,1.006e-11,1.006e-11,3.441e-16,
549.73,2.806e-11,2.806e-11,,
549.78,7.700e-11,7.700e-11,,
549.83,2.078e-10,2.078e-10,,
549.88,5.520e-10,5.520e-10,,
549.93,1.442e-9,1.442e-9,,
549.98,3.706e-9,3.706e-9,,
550.03,9.370e-9,9.370e-9,,
550.08,2.331e-8,2.331e-8,,
550.13,5.703e-8,5.703e-8,,
550.18,1.373e-7,1.373e-7,,
550.23,3.251e-7,3.251e-7,,
550.28,7.575e-7,7.575e-7,,
550.33,1.736e-6,1.736e-6,,
550.38,3.915e-6,3.915e-6,,
550.43,8.684e-6,8.684e-6,,
550.48,1.895e-5,1.895e-5,,
550.53,4.068e-5,4.068e-5,,
550.58,8.593e-5,8.593e-5,,
550.63,1.785e-4,1.785e-4,,
550.68,3.649e-4,3.649e-4,,
550.73,7.338e-4,7.338e-4,,
550.78,1.452e-3,1.452e-3,,
550.83,2.825e-3,2.825e-3,,
550.88,5.408e-3,5.408e-3,,
550.93,1.019e-2,1.019e-2,,
550.98,1.887e-2,1.887e-2,,
551.03,3.441e-2,3.441e-2,,
551.08,6.170e-2,6.170e-2,,
551.13,1.088e-1,1.088e-1,,
551.18,1.889e-1,1.889e-1,,
551.23,3.225e-1,3.225e-1,,
551.28,5.417e-1,5.417e-1,,
551.33,8.952e-1,8.952e-1,,
551.38,1.455e+0,1.455e+0,,
551.43,2.327e+0,2.327e+0,,
551.48,3.661e+0,3.661e+0,,
551.53,5.667e+0,5.667e+0,,
551.58,8.628e+0,8.628e+0,,
551.63,1.292e+1,1.292e+1,,
551.68,1.905e+1,1.905e+1,,
551.73,2.761e+1,2.761e+1,,
551.78,3.938e+1,3.938e+1,,
551.83,5.525e+1,5.525e+1,,
551.88,7.626e+1,7.626e+1,,
551.93,1.036e+2,1.036e+2,,
551.98,1.383e+2,1.383e+2,,
552.03,1.818e+2,1.818e+2,,
552.08,2.350e+2,2.350e+2,,
552.13,2.989e+2,2.989e+2,,
552.18,3.740e+2,3.740e+2,,
552.23,4.604e+2,4.604e+2,,
552.28,5.575e+2,5.575e+2,,
552.33,6.642e+2,6.642e+2,,
552.38,7.784e+2,7.784e+2,,
552.43,8.974e+2,8.974e+2,,
552.48,1.018e+3,1.018e+3,,
552.53,1.136e+3,1.136e+3,,
552.58,1.247e+3,1.247e+3,,
552.63,1.346e+3,1.346e+3,,
552.68,1.430e+3,1.430e+3,,
552.73,1.495e+3,1.495e+3,,
552.78,1.537e+3,1.537e+3,,
552.83,1.555e+3,1.555e+3,,
552.88,1.547e+3,1.547e+3,,
552.93,1.515e+3,1.515e+3,,
552.98,1.459e+3,1.459e+3,,
553.03,1.382e+3,1.382e+3,,
553.08,1.288e+3,1.288e+3,,
553.13,1.181e+3,1.181e+3,,
553.18,1.066e+3,1.066e+3,,
553.23,9.457e+2,9.457e+2,,
553.28,8.256e+2,8.256e+2,,
553.33,7.091e+2,7.091e+2,,
553.38,5.991e+2,5.991e+2,,
553.43,4.980e+2,4.980e+2,,
553.48,4.072e+2,4.072e+2,,
553.53,3.276e+2,3.276e+2,,
553.58,2.593e+2,2.593e+2,,
553.63,2.019e+2,2.019e+2,,
553.68,1.546e+2,1.546e+2,,
553.73,1.165e+2,1.165e+2,,
553.78,8.636e+1,8.636e+1,,
553.83,6.298e+1,6.298e+1,,
553.88,4.518e+1,4.518e+1,,
553.93,3.189e+1,3.189e+1,,
553.98,2.214e+1,2.214e+1,,
554.03,1.512e+1,1.512e+1,,
554.08,1.016e+1,1.016e+1,,
554.13,6.718e+0,6.718e+0,,
554.18,4.369e+0,4.369e+0,,
554.23,2.795e+0,2.795e+0,,
554.28,1.759e+0,1.759e+0,,
554.33,1.089e+0,1.089e+0,,
554.38,6.636e-1,6.636e-1,,
554.43,3.977e-1,3.977e-1,,
554.48,2.344e-1,2.344e-1,,
554.53,1.360e-1,1.360e-1,,
554.58,7.758e-2,7.758e-2,,
554.63,4.354e-2,4.354e-2,,
554.68,2.405e-2,2.405e-2,,
554.73,1.306e-2,1.306e-2,,
554.78,6.981e-3,6.981e-3,,
554.83,3.670e-3,3.670e-3,,
554.88,1.898e-3,1.898e-3,,
554.93,9.659e-4,9.659e-4,,
554.98,4.835e-4,4.835e-4,,
555.03,2.381e-4,2.381e-4,,
555.08,1.153e-4,1.153e-4,,
555.13,5.497e-5,5.497e-5,,
555.18,2.578e-5,2.578e-5,,
555.23,1.189e-5,1.189e-5,,
555.28,5.395e-6,5.395e-6,,
555.33,2.408e-6,2.408e-6,,
555.38,1.058e-6,1.058e-6,,
555.43,4.569e-7,4.569e-7,,
555.48,1.942e-7,1.942e-7,,
555.53,8.121e-8,8.121e-8,,
555.58,3.340e-8,3.340e-8,,
555.63,1.352e-8,1.352e-8,,
555.68,5.381e-9,5.381e-9,,
555.73,2.108e-9,2.108e-9,,
555.78,8.120e-10,8.120e-10,,
555.83,3.078e-10,3.078e-10,,
555.88,1.148e-10,1.148e-10,,
555.93,4.210e-11,4.210e-11,,
555.98,1.519e-11,1.519e-11,,
556.03,5.394e-12,5.394e-12,,
556.08,1.884e-12,1.884e-12,,
556.13,6.474e-13,6.474e-13,,
556.18,2.188e-13,2.188e-13,,
567.68,1.942e-14,1.942e-14,,
567.73,5.517e-14,5.517e-14,,
567.78,1.543e-13,1.543e-13,,
567.83,4.251e-13,4.251e-13,,
567.88,1.153e-12,1.153e-12,,
567.93,3.081e-12,3.081e-12,,
567.98,8.105e-12,8.105e-12,,
568.03,2.100e-11,2.100e-11,,
568.08,5.358e-11,5.358e-11,,
568.13,1.346e-10,1.346e-10,,
568.18,3.331e-10,3.331e-10,,
568.23,8.116e-10,8.116e-10,,
568.28,1.948e-9,1.948e-9,,
568.33,4.603e-9,4.603e-9,,
568.38,1.071e-8,1.071e-8,,
568.43,2.455e-8,2.455e-8,,
568.48,5.540e-8,5.540e-8,,
568.53,1.231e-7,1.231e-7,,
568.58,2.695e-7,2.695e-7,,
568.63,5.809e-7,5.809e-7,,
568.68,1.233e-6,1.233e-6,,
568.73,2.578e-6,2.578e-6,,
568.78,5.307e-6,5.307e-6,,
568.83,1.076e-5,1.076e-5,,
568.88,2.148e-5,2.148e-5,,
568.93,4.223e-5,4.223e-5,,
568.98,8.176e-5,8.176e-5,,
569.03,1.559e-4,1.559e-4,,
569.08,2.927e-4,2.927e-4,,
569.13,5.413e-4,5.413e-4,,
569.18,9.857e-4,9.857e-4,,
569.23,1.768e-3,1.768e-3,,
569.28,3.122e-3,3.122e-3,,
569.33,5.429e-3,5.429e-3,,
569.38,9.298e-3,9.298e-3,,
569.43,1.568e-2,1.568e-2,,
569.48,2.605e-2,2.605e-2,,
569.53,4.261e-2,4.261e-2,,
569.58,6.864e-2,6.864e-2,,
569.63,1.089e-1,1.089e-1,,
569.68,1.701e-1,1.701e-1,,
569.73,2.617e-1,2.617e-1,,
569.78,3.964e-1,3.964e-1,,
569.83,5.915e-1,5.915e-1,,
569.88,8.690e-1,8.690e-1,,
569.93,1.257e+0,1.257e+0,,
569.98,1.792e+0,1.792e+0,,
570.03,2.514e+0,2.514e+0,,
570.08,3.474e+0,3.474e+0,,
570.13,4.728e+0,4.728e+0,,
570.18,6.337e+0,6.337e+0,,
570.23,8.363e+0,8.363e+0,,
570.28,1.087e+1,1.087e+1,,
570.33,1.391e+1,1.391e+1,,
570.38,1.754e+1,1.754e+1,,
570.43,2.177e+1,2.177e+1,,
570.48,2.661e+1,2.661e+1,,
570.53,3.203e+1,3.203e+1,2.253e-18,
570.58,3.797e+1,3.797e+1,6.372e-18,
570.63,4.433e+1,4.433e+1,1.775e-17,
570.68,5.097e+1,5.097e+1,4.969e-17,
570.73,5.771e+1,5.771e+1,1.344e-16,
570.78,6.434e+1,6.434e+1,3.580e-16,
570.83,7.065e+1,7.065e+1,9.393e-16,
570.88,7.639e+1,7.639e+1,2.428e-15,
570.93,8.135e+1,8.135e+1,6.180e-15,
570.98,8.531e+1,8.531e+1,1.550e-14,
571.03,8.810e+1,8.810e+1,3.827e-14,
571.08,8.960e+1,8.960e+1,9.310e-14,
571.13,8.973e+1,8.973e+1,2.231e-13,
571.19,8.810e+1,8.810e+1,6.240e-13,
571.24,8.531e+1,8.531e+1,1.446e-12,
571.29,8.135e+1,8.135e+1,3.302e-12,
571.34,7.639e+1,7.639e+1,7.424e-12,
571.39,7.065e+1,7.065e+1,1.644e-11,
571.44,6.434e+1,6.434e+1,3.588e-11,
571.49,5.771e+1,5.771e+1,7.710e-11,
571.54,5.097e+1,5.097e+1,1.632e-10,
571.59,4.433e+1,4.433e+1,3.403e-10,
571.64,3.797e+1,3.797e+1,6.988e-10,
571.69,3.203e+1,3.203e+1,1.414e-9,
571.74,2.661e+1,2.661e+1,2.817e-9,
571.79,2.177e+1,2.177e+1,5.529e-9,
571.84,1.754e+1,1.754e+1,1.069e-8,
571.89,1.391e+1,1.391e+1,2.036e-8,
571.94,1.087e+1,1.087e+1,3.819e-8,
571.99,8.363e+0,8.363e+0,7.056e-8,
572.04,6.337e+0,6.337e+0,1.284e-7,
572.09,4.728e+0,4.728e+0,2.303e-7,
572.14,3.474e+0,3.474e+0,4.067e-7,
572.19,2.514e+0,2.514e+0,7.075e-7,
572.24,1.792e+0,1.792e+0,1.212e-6,
572.29,1.257e+0,1.257e+0,2.047e-6,
572.34,8.690e-1,8.690e-1,3.403e-6,
572.39,5.915e-1,5.915e-1,5.575e-6,
572.44,3.964e-1,3.964e-1,8.995e-6,
572.49,2.617e-1,2.617e-1,1.430e-5,
572.54,1.701e-1,1.701e-1,2.239e-5,
572.59,1.089e-1,1.089e-1,3.453e-5,
572.64,6.869e-2,6.864e-2,5.246e-5,
572.69,4.269e-2,4.261e-2,7.852e-5,
572.74,2.616e-2,2.605e-2,1.158e-4,
572.79,1.585e-2,1.568e-2,1.682e-4,
572.84,9.539e-3,9.298e-3,2.406e-4,
572.89,5.768e-3,5.429e-3,3.391e-4,
572.94,3.592e-3,3.122e-3,4.709e-4,
572.99,2.412e-3,1.768e-3,6.441e-4,
573.04,1.854e-3,9.857e-4,8.680e-4,
573.09,1.694e-3,5.413e-4,1.152e-3,
573.14,1.800e-3,2.927e-4,1.507e-3,
573.19,2.097e-3,1.559e-4,1.941e-3,
573.24,2.546e-3,8.176e-5,2.464e-3,
573.29,3.123e-3,4.223e-5,3.081e-3,
573.34,3.817e-3,2.148e-5,3.796e-3,
573.39,4.617e-3,1.076e-5,4.607e-3,
573.44,5.513e-3,5.307e-6,5.508e-3,
573.49,6.490e-3,2.578e-6,6.488e-3,
573.54,7.530e-3,1.233e-6,7.529e-3,
573.59,8.609e-3,5.809e-7,8.608e-3,
573.64,9.697e-3,2.695e-7,9.696e-3,
573.69,1.076e-2,1.231e-7,1.076e-2,
573.74,1.177e-2,5.540e-8,1.177e-2,
573.79,1.267e-2,2.455e-8,1.267e-2,
573.84,1.345e-2,1.071e-8,1.345e-2,
573.89,1.407e-2,4.603e-9,1.407e-2,
573.94,1.449e-2,1.948e-9,1.449e-2,
573.99,1.471e-2,8.116e-10,1.471e-2,
574.04,1.471e-2,3.331e-10,1.471e-2,
574.09,1.450e-2,1.346e-10,1.450e-2,
574.14,1.408e-2,5.358e-11,1.408e-2,
574.19,1.347e-2,2.100e-11,1.347e-2,
574.24,1.269e-2,8.105e-12,1.269e-2,
574.29,1.179e-2,3.081e-12,1.179e-2,
574.34,1.079e-2,1.153e-12,1.079e-2,
574.39,9.727e-3,4.251e-13,9.727e-3,
574.44,8.641e-3,1.543e-13,8.641e-3,
574.49,7.565e-3,5.517e-14,7.565e-3,
574.54,6.525e-3,1.942e-14,6.525e-3,
574.59,5.546e-3,,5.546e-3,
574.64,4.644e-3,,4.644e-3,
574.69,3.833e-3,,3.833e-3,
574.74,3.116e-3,,3.116e-3,
574.79,2.497e-3,,2.497e-3,
574.84,1.971e-3,,1.971e-3,
574.89,1.534e-3,,1.534e-3,
574.94,1.176e-3,,1.176e-3,
574.99,8.880e-4,,8.880e-4,
575.04,6.610e-4,,6.610e-4,
575.09,4.848e-4,,4.848e-4,
575.14,3.504e-4,,3.504e-4,
575.19,2.495e-4,,2.495e-4,
575.24,1.751e-4,,1.751e-4,
575.29,1.211e-4,,1.211e-4,
575.34,8.251e-5,,8.251e-5,
575.39,5.540e-5,,5.540e-5,
575.44,3.665e-5,,3.665e-5,
575.49,2.390e-5,,2.390e-5,
575.54,1.535e-5,,1.535e-5,
575.59,9.719e-6,,9.719e-6,
575.64,6.063e-6,,6.063e-6,
575.69,3.727e-6,,3.727e-6,
575.74,2.257e-6,,2.257e-6,
575.79,1.347e-6,,1.347e-6,
575.84,7.923e-7,,7.923e-7,
575.89,4.591e-7,,4.591e-7,
575.94,2.622e-7,,2.622e-7,
575.99,1.475e-7,,1.475e-7,
576.04,8.179e-8,,8.179e-8,
576.09,4.468e-8,,4.468e-8,
576.14,2.405e-8,,2.405e-8,
576.19,1.276e-8,,1.276e-8,
576.24,6.667e-9,,6.667e-9,
576.29,3.433e-9,,3.433e-9,
576.34,1.742e-9,,1.742e-9,
576.39,8.709e-10,,8.709e-10,
576.44,4.290e-10,,4.290e-10,
576.49,2.082e-10,,2.082e-10,
576.54,9.957e-11,,9.957e-11,
576.59,4.692e-11,,4.692e-11,
576.64,2.178e-11,,2.178e-11,
576.69,9.963e-12,,9.963e-12,
576.74,4.490e-12,,4.490e-12,
576.79,1.994e-12,,1.994e-12,
576.84,8.721e-13,,8.721e-13,
576.89,3.759e-13,,3.759e-13,
576.94,1.596e-13,,1.596e-13,
576.99,6.679e-14,,6.679e-14,
577.04,2.753e-14,,2.753e-14,
577.09,1.118e-14,,1.118e-14,
577.14,4.473e-15,,4.473e-15,
577.19,1.763e-15,,1.763e-15,
577.24,6.847e-16,,6.847e-16,
577.29,2.620e-16,,2.620e-16,
577.34,9.874e-17,,9.874e-17,
577.39,3.667e-17,,3.667e-17,
577.44,1.341e-17,,1.341e-17,
577.49,4.200e-18,,4.200e-18,
577.54,1.499e-18,,1.499e-18,
577.59,5.272e-19,,5.272e-19,
588.09,3.256e-16,,3.256e-16,
588.14,8.917e-16,,8.917e-16,
588.19,2.407e-15,,2.407e-15,
588.24,6.499e-15,,6.499e-15,
588.29,1.706e-14,,1.706e-14,
588.34,4.417e-14,,4.417e-14,
588.39,1.127e-13,,1.127e-13,
588.44,2.836e-13,,2.836e-13,
588.49,7.033e-13,,7.033e-13,
588.54,1.720e-12,,1.720e-12,
588.59,4.145e-12,,4.145e-12,
588.64,9.852e-12,,9.852e-12,
588.69,2.308e-11,,2.308e-11,
588.74,5.331e-11,,5.331e-11,
588.79,1.214e-10,,1.214e-10,
588.84,2.726e-10,,2.726e-10,
588.89,6.033e-10,,6.033e-10,
588.94,1.316e-9,,1.316e-9,
588.99,2.832e-9,,2.832e-9,
589.04,6.007e-9,,6.007e-9,
589.09,1.256e-8,,1.256e-8,
589.14,2.590e-8,,2.590e-8,
589.19,5.264e-8,,5.264e-8,
589.24,1.055e-7,,1.055e-7,
589.29,2.084e-7,,2.084e-7,
589.34,4.059e-7,,4.059e-7,
589.39,7.795e-7,,7.795e-7,
589.44,1.476e-6,,1.476e-6,
589.49,2.755e-6,,2.755e-6,
589.54,5.071e-6,,5.071e-6,
589.59,9.202e-6,,9.202e-6,
589.64,1.646e-5,,1.646e-5,
589.69,2.904e-5,,2.904e-5,
589.74,5.051e-5,,5.051e-5,
589.79,8.662e-5,,8.662e-5,
589.84,1.465e-4,,1.465e-4,
589.89,2.442e-4,,2.442e-4,
589.94,4.014e-4,,4.014e-4,
589.99,6.506e-4,,6.506e-4,
590.04,1.040e-3,,1.040e-3,
590.09,1.638e-3,,1.638e-3,
590.14,2.546e-3,,2.546e-3,
590.19,3.900e-3,,3.900e-3,
590.24,5.892e-3,,5.892e-3,
590.29,8.778e-3,,8.778e-3,
590.34,1.289e-2,,1.289e-2,
590.39,1.868e-2,,1.868e-2,
590.44,2.669e-2,,2.669e-2,
590.49,3.759e-2,,3.759e-2,
590.54,5.223e-2,,5.223e-2,
590.59,7.157e-2,,7.157e-2,
590.64,9.671e-2,,9.671e-2,
590.69,1.289e-1,,1.289e-1,
590.74,1.695e-1,,1.695e-1,
590.79,2.198e-1,,2.198e-1,
590.84,2.811e-1,,2.811e-1,
590.89,3.548e-1,,3.548e-1,
590.94,4.417e-1,,4.417e-1,
590.99,5.427e-1,,5.427e-1,
591.04,6.580e-1,,6.580e-1,
591.09,7.875e-1,,7.875e-1,
591.14,9.303e-1,,9.303e-1,
591.19,1.085e+0,,1.085e+0,
591.24,1.250e+0,,1.250e+0,
591.29,1.423e+0,,1.423e+0,
591.34,1.600e+0,,1.600e+0,
591.39,1.779e+0,,1.779e+0,
591.44,1.957e+0,,1.957e+0,
591.49,2.130e+0,,2.130e+0,
591.54,2.296e+0,,2.296e+0,
591.59,2.453e+0,,2.453e+0,
591.64,2.599e+0,,2.599e+0,
591.69,2.734e+0,,2.734e+0,
591.74,2.858e+0,,2.858e+0,
591.79,2.973e+0,,2.973e+0,
591.84,3.079e+0,,3.079e+0,
591.89,3.180e+0,,3.180e+0,
591.94,3.278e+0,,3.278e+0,
591.99,3.375e+0,,3.375e+0,
592.04,3.475e+0,,3.475e+0,
592.09,3.579e+0,,3.579e+0,
592.14,3.687e+0,,3.687e+0,
592.19,3.801e+0,,3.801e+0,
592.24,3.920e+0,,3.920e+0,
592.29,4.041e+0,,4.041e+0,
592.34,4.161e+0,,4.161e+0,
592.39,4.277e+0,,4.277e+0,
592.44,4.383e+0,,4.383e+0,
592.49,4.474e+0,,4.474e+0,
592.54,4.545e+0,,4.545e+0,
592.59,4.592e+0,,4.592e+0,
592.64,4.608e+0,,4.608e+0,
592.69,4.591e+0,,4.591e+0,
592.74,4.538e+0,,4.538e+0,
592.79,4.448e+0,,4.448e+0,
592.84,4.321e+0,,4.321e+0,
592.89,4.161e+0,,4.161e+0,
592.94,3.970e+0,,3.970e+0,
592.99,3.754e+0,,3.754e+0,
593.04,3.520e+0,,3.520e+0,
593.09,3.275e+0,,3.275e+0,
593.14,3.026e+0,,3.026e+0,
593.19,2.782e+0,,2.782e+0,
593.24,2.550e+0,,2.550e+0,
593.29,2.336e+0,,2.336e+0,
593.34,2.145e+0,,2.145e+0,
593.39,1.983e+0,,1.983e+0,
593.44,1.851e+0,,1.851e+0,
593.49,1.752e+0,,1.752e+0,
593.54,1.684e+0,,1.684e+0,
593.59,1.647e+0,,1.647e+0,
593.64,1.638e+0,,1.638e+0,
593.69,1.653e+0,,1.653e+0,
593.74,1.690e+0,,1.690e+0,
593.79,1.742e+0,,1.742e+0,
593.84,1.805e+0,,1.805e+0,
593.89,1.875e+0,,1.875e+0,
593.94,1.946e+0,,1.946e+0,
593.99,2.014e+0,,2.014e+0,
594.04,2.074e+0,,2.074e+0,
594.09,2.123e+0,,2.123e+0,
594.14,2.156e+0,,2.156e+0,
594.19,2.172e+0,,2.172e+0,
594.24,2.168e+0,,2.168e+0,
594.29,2.144e+0,,2.144e+0,
594.34,2.098e+0,,2.098e+0,
594.39,2.031e+0,,2.031e+0,
594.44,1.945e+0,,1.945e+0,
594.49,1.842e+0,,1.842e+0,
594.54,1.724e+0,,1.724e+0,
594.59,1.594e+0,,1.594e+0,
594.64,1.457e+0,,1.457e+0,
594.69,1.315e+0,,1.315e+0,
594.74,1.172e+0,,1.172e+0,
594.79,1.031e+0,,1.031e+0,
594.84,8.959e-1,,8.959e-1,
594.89,7.682e-1,,7.682e-1,
594.94,6.501e-1,,6.501e-1,
594.99,5.429e-1,,5.429e-1,
